fact_unit,2012-11-14,2013-02-28,2013-05-03,2013-08-02,2013-09-06,2013-11-07,2014-02-26,2014-05-05,2014-07-31,2014-10-31,2015-02-26,2015-04-29,2015-07-29,2015-10-30,2016-02-24,2016-04-29,2016-08-02,2016-11-01,2017-02-22,2017-05-02,2017-08-01,2017-10-31,2018-02-28,2018-05-01,2018-07-31,2018-10-30,2019-02-27,2019-04-30,2019-07-30,2019-10-29,2020-02-26,2020-04-30,2020-07-29,2020-11-03,2021-02-24,2021-05-04,2021-08-03,2021-11-02,2022-02-23,2022-05-03,2022-08-02,2022-11-01,2023-02-23,2023-05-02,2023-08-01,2023-10-31,2024-02-29,2024-04-30,2024-08-01,2024-10-31,2025-02-27,2025-05-02,2025-08-05,2025-11-04
FinanceLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000.0,18000000.0,20000000.0,27000000.0,,,,27000000.0,,,,38000000.0,,,,38000000.0,,,,28000000.0,,,,35000000.0,,,
FinanceLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,5000000.0,6000000.0,6000000.0,,,,6000000.0,,,,8000000.0,,,,15000000.0,,,,10000000.0,,,,13000000.0,,,
FinanceLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000000.0,13000000.0,14000000.0,21000000.0,,,,21000000.0,,,,30000000.0,,,,23000000.0,,,,18000000.0,,,,22000000.0,,,
FinanceLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,19000000.0,21000000.0,23000000.0,37000000.0,,,,42000000.0,,,,40000000.0,,,,30000000.0,,,,38000000.0,,,,31000000.0,,,
FinanceLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,9000000.0,,,,11000000.0,,,,7000000.0,,,,4000000.0,,,,4000000.0,,,,3000000.0,,,
FinanceLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0,,,,16000000.0,,,,10000000.0,,,,14000000.0,,,,10000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,3000000.0,3000000.0,2000000.0,,,,2000000.0,,,,2000000.0,,,,2000000.0,,,,2000000.0,,,,2000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,3000000.0,4000000.0,4000000.0,,,,5000000.0,,,,2000000.0,,,,3000000.0,,,,4000000.0,,,,3000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,5000000.0,6000000.0,6000000.0,,,,6000000.0,,,,6000000.0,,,,4000000.0,,,,6000000.0,,,,6000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,6000000.0,7000000.0,8000000.0,,,,8000000.0,,,,7000000.0,,,,7000000.0,,,,8000000.0,,,,8000000.0,,,
FinanceLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,3000000.0,3000000.0,10000000.0,,,,4000000.0,,,,2000000.0,,,,2000000.0,,,,3000000.0,,,,3000000.0,,,
FinanceLeasePrincipalPayments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,2000000.0,3000000.0,6000000.0,,,,6000000.0,,,,6000000.0,,,,8000000.0,,,,11000000.0,,,,11000000.0,,,
FinanceLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,17000000.0,19000000.0,26000000.0,,,,26000000.0,,,,35000000.0,,,,34000000.0,,,,26000000.0,,,,39000000.0,,,
FinanceLeaseRightOfUseAssetAccumulatedAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000.0,,,,16000000.0,,,,19000000.0,,,,20000000.0,,,,36000000.0,,,
FinanceLeaseRightOfUseAssetAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,2000000.0,3000000.0,5000000.0,,,,5000000.0,,,,5000000.0,,,,6000000.0,,,,12000000.0,,,,11000000.0,,,
FinanceLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069,0.061,0.059,0.076,,,,0.076,,,,0.035,,,,0.033,,,,0.03,,,,0.036,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,,762000000.0,,,762000000.0,,909000000.0,,,,1284000000.0,,,,1539000000.0,,,,1854000000.0,,,,2122000000.0,,,,2606000000.0,,,,2696000000.0,,,,2829000000.0,,,,3111000000.0,,,,3266000000.0,,,,3667000000.0,,,,4146000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,420000000.0,,,432000000.0,,428000000.0,,,,410000000.0,,,,394000000.0,,,,375000000.0,,,,369000000.0,,,,357000000.0,,,,351000000.0,,,,339000000.0,,,,471000000.0,,,,430000000.0,,,,406000000.0,,,,405000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,402000000.0,,,397000000.0,,379000000.0,,,,360000000.0,,,,352000000.0,,,,334000000.0,,,,336000000.0,,,,283000000.0,,,,275000000.0,,,,273000000.0,,,,366000000.0,,,,373000000.0,,,,315000000.0,,,,308000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,405000000.0,,,408000000.0,,399000000.0,,,,367000000.0,,,,357000000.0,,,,343000000.0,,,,346000000.0,,,,332000000.0,,,,286000000.0,,,,277000000.0,,,,382000000.0,,,,382000000.0,,,,376000000.0,,,,372000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,409000000.0,,,420000000.0,,410000000.0,,,,387000000.0,,,,364000000.0,,,,348000000.0,,,,357000000.0,,,,341000000.0,,,,332000000.0,,,,287000000.0,,,,387000000.0,,,,398000000.0,,,,385000000.0,,,,381000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,413000000.0,,,425000000.0,,422000000.0,,,,397000000.0,,,,384000000.0,,,,355000000.0,,,,362000000.0,,,,352000000.0,,,,341000000.0,,,,331000000.0,,,,421000000.0,,,,403000000.0,,,,401000000.0,,,,396000000.0,,,
FiniteLivedIntangibleAssetsGross / USD,,2503000000.0,,,2503000000.0,,6624000000.0,,,,6602000000.0,,,,6251000000.0,,,,6207000000.0,,,,5999000000.0,,,,6217000000.0,,,,5916000000.0,,,,5951000000.0,,,,5904000000.0,,,,7747000000.0,,,,7952000000.0,,,,8031000000.0,,,
GainLossOnSaleOfBusiness / USD,,,,,,,,,2000000.0,2000000.0,-1000000.0,,69000000.0,68000000.0,2000000.0,,,,68000000.0,,,,0.0,,,,0.0,,,,1077000000.0,0.0,0.0,0.0,0.0,221000000.0,221000000.0,221000000.0,0.0,0.0,0.0,617000000.0,221000000.0,24000000.0,24000000.0,24000000.0,617000000.0,,,,24000000.0,,,
Goodwill / USD,,5454000000.0,14396000000.0,14211000000.0,5454000000.0,14211000000.0,5537000000.0,14495000000.0,14495000000.0,14495000000.0,14443000000.0,13893000000.0,13893000000.0,13893000000.0,14495000000.0,13479000000.0,13479000000.0,13479000000.0,13893000000.0,13201000000.0,13201000000.0,13201000000.0,13479000000.0,13568000000.0,13568000000.0,13568000000.0,13201000000.0,13328000000.0,13328000000.0,13328000000.0,13568000000.0,13456000000.0,13456000000.0,13456000000.0,13328000000.0,12903000000.0,12903000000.0,12903000000.0,13456000000.0,14751000000.0,14751000000.0,14751000000.0,12903000000.0,14796000000.0,14796000000.0,14796000000.0,14751000000.0,14977000000.0,14977000000.0,14977000000.0,14796000000.0,14713000000.0,14713000000.0,14713000000.0
GoodwillAcquiredDuringPeriod / USD,,,,,,,,,,,,22000000.0,22000000.0,21000000.0,,,1000000.0,,,,,,,,,,,,144000000.0,164000000.0,605000000.0,94000000.0,119000000.0,131000000.0,605000000.0,989000000.0,2073000000.0,2086000000.0,119000000.0,299000000.0,475000000.0,471000000.0,2147000000.0,,,,445000000.0,,21000000.0,22000000.0,17000000.0,,576000000.0,623000000.0
GoodwillForeignCurrencyTranslationGainLoss / USD,,,,,,,,,,,,,,,,,,,,,277000000.0,396000000.0,-278000000.0,130000000.0,-141000000.0,-183000000.0,422000000.0,-10000000.0,-9000000.0,-155000000.0,-240000000.0,-245000000.0,-171000000.0,-3000000.0,-7000000.0,-135000000.0,-96000000.0,-222000000.0,235000000.0,-95000000.0,-420000000.0,-743000000.0,-299000000.0,98000000.0,118000000.0,-15000000.0,-400000000.0,-100000000.0,-150000000.0,45000000.0,181000000.0,138000000.0,502000000.0,470000000.0
GovernmentAssistanceLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000000.0,,,
ImpairmentEffectOnEarningsPerShareAfterTax / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.03,0.37,0.39,0.42,0.03,0.06,0.12,0.42,0.03,0.05,0.1,0.15,0.02,0.08,0.09,0.07,0.12,0.15,0.26
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,2733000000.0,,565000000.0,1259000000.0,1698000000.0,,603000000.0,1341000000.0,2059000000.0,2424000000.0,621000000.0,668000000.0,1193000000.0,2591000000.0,538000000.0,1158000000.0,2271000000.0,1746000000.0,619000000.0,1339000000.0,2060000000.0,2896000000.0,762000000.0,1660000000.0,2739000000.0,2911000000.0,1001000000.0,2195000000.0,3399000000.0
IncomeLossFromEquityMethodInvestments / USD,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,-5000000.0,,,
IncomeTaxExaminationPenaltiesAndInterestAccrued / USD,,29000000.0,,,29000000.0,,99000000.0,,,,114000000.0,,,,120000000.0,,,,108000000.0,,,,94000000.0,,,,80000000.0,,,,74000000.0,,,,93000000.0,,,,110000000.0,,,,128000000.0,,,,137000000.0,,,,188000000.0,,,
IncomeTaxExpenseBenefit / USD,0.0,99000000.0,57000000.0,94000000.0,99000000.0,123000000.0,201000000.0,20000000.0,57000000.0,64000000.0,31000000.0,12000000.0,-103000000.0,-66000000.0,11000000.0,38000000.0,101000000.0,143000000.0,-42000000.0,39000000.0,100000000.0,151000000.0,159000000.0,33000000.0,88000000.0,381000000.0,199000000.0,78000000.0,161000000.0,184000000.0,382000000.0,81000000.0,183000000.0,299000000.0,278000000.0,183000000.0,176000000.0,254000000.0,378000000.0,79000000.0,193000000.0,676000000.0,331000000.0,86000000.0,205000000.0,316000000.0,750000000.0,123000000.0,276000000.0,463000000.0,445000000.0,179000000.0,379000000.0,573000000.0
IncomeTaxesPaid / USD,,141000000.0,,,141000000.0,,191000000.0,,,,254000000.0,,,,272000000.0,,,,258000000.0,,,,302000000.0,,,,272000000.0,,,,288000000.0,,,,379000000.0,,,,425000000.0,,,,391000000.0,,,,753000000.0,,,,393000000.0,,,
IncreaseDecreaseInAccountsPayable / USD,,322000000.0,,,322000000.0,,92000000.0,,,,-220000000.0,,,,86000000.0,,,,49000000.0,,,,-120000000.0,,,,0.0,,,,388000000.0,,,,23000000.0,,,,147000000.0,,,,76000000.0,,,,832000000.0,,,,334000000.0,,,
IncreaseDecreaseInAccountsReceivable / USD,,305000000.0,,,305000000.0,,219000000.0,,,,-108000000.0,,,,231000000.0,,,,205000000.0,,,,-5000000.0,,,,170000000.0,,,,231000000.0,,,,152000000.0,,,,-172000000.0,,,,-219000000.0,,,,271000000.0,,,,743000000.0,,,
IncreaseDecreaseInAccruedSalaries / USD,,203000000.0,,,203000000.0,,-38000000.0,,,,-52000000.0,,,,0.0,,,,-32000000.0,,,,-28000000.0,,,,20000000.0,,,,59000000.0,,,,23000000.0,,,,-23000000.0,,,,-65000000.0,,,,154000000.0,,,,-16000000.0,,,
IncreaseDecreaseInAccruedTaxesPayable / USD,,-11000000.0,,,-11000000.0,,123000000.0,,,,-86000000.0,,,,1000000.0,,,,-73000000.0,,,,-9000000.0,,,,30000000.0,,,,-4000000.0,,,,1000000.0,,,,16000000.0,,,,-95000000.0,,,,-317000000.0,,,,170000000.0,,,
IncreaseDecreaseInDeferredIncomeTaxes / USD,,-26000000.0,,,-26000000.0,,113000000.0,-104000000.0,-30000000.0,-48000000.0,155000000.0,24000000.0,256000000.0,286000000.0,311000000.0,-14000000.0,29000000.0,101000000.0,382000000.0,13000000.0,74000000.0,105000000.0,105000000.0,37000000.0,105000000.0,178000000.0,83000000.0,12000000.0,109000000.0,211000000.0,206000000.0,3000000.0,-7000000.0,71000000.0,115000000.0,16000000.0,-32000000.0,7000000.0,71000000.0,39000000.0,73000000.0,123000000.0,86000000.0,-15000000.0,14000000.0,74000000.0,111000000.0,-17000000.0,3000000.0,69000000.0,128000000.0,-32000000.0,-9000000.0,88000000.0
IncreaseDecreaseInInventories / USD,,219000000.0,,,219000000.0,,113000000.0,,,,-166000000.0,,,,92000000.0,,,,152000000.0,,,,8000000.0,,,,-34000000.0,,,,202000000.0,,,,242000000.0,,,,60000000.0,,,,-371000000.0,,,,629000000.0,,,,490000000.0,,,
IncreaseDecreaseInOtherCurrentAssets / USD,,46000000.0,,,46000000.0,,-11000000.0,,,,-117000000.0,,,,42000000.0,,,,-73000000.0,,,,-7000000.0,,,,21000000.0,,,,-2000000.0,,,,-25000000.0,,,,-12000000.0,,,,67000000.0,,,,116000000.0,,,,179000000.0,,,
IncreaseDecreaseInOtherCurrentLiabilities / USD,,22000000.0,,,22000000.0,,-30000000.0,,,,30000000.0,,,,-46000000.0,,,,8000000.0,,,,-38000000.0,,,,-44000000.0,,,,-203000000.0,,,,-19000000.0,,,,-21000000.0,,,,196000000.0,,,,38000000.0,,,,236000000.0,,,
IncreaseDecreaseInOtherOperatingCapitalNet / USD,,-108000000.0,-100000000.0,-98000000.0,-108000000.0,-48000000.0,16000000.0,-54000000.0,-77000000.0,-135000000.0,-79000000.0,79000000.0,90000000.0,151000000.0,-100000000.0,102000000.0,155000000.0,155000000.0,-3000000.0,-55000000.0,-77000000.0,-89000000.0,156000000.0,-90000000.0,-186000000.0,-223000000.0,-13000000.0,-95000000.0,124000000.0,205000000.0,-291000000.0,198000000.0,211000000.0,-76000000.0,-57000000.0,246000000.0,-95000000.0,-357000000.0,-93000000.0,108000000.0,169000000.0,299000000.0,-195000000.0,785000000.0,1144000000.0,968000000.0,,498000000.0,622000000.0,436000000.0,,524000000.0,784000000.0,657000000.0
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,,451000000.0,,,451000000.0,,1865000000.0,,,,1868000000.0,,,,1844000000.0,,,,1661000000.0,,,,1637000000.0,,,,1654000000.0,,,,1626000000.0,,,,1516000000.0,,,,1382000000.0,,,,1374000000.0,,,,1201000000.0,,,,1207000000.0,,,
IntangibleAssetsNetExcludingGoodwill / USD,,2272000000.0,6779000000.0,7468000000.0,2272000000.0,7468000000.0,2192000000.0,7186000000.0,7186000000.0,7186000000.0,7580000000.0,6556000000.0,6556000000.0,6556000000.0,7186000000.0,6014000000.0,6014000000.0,6014000000.0,6556000000.0,5514000000.0,5514000000.0,5514000000.0,6014000000.0,5265000000.0,5265000000.0,5265000000.0,5514000000.0,4846000000.0,4846000000.0,4846000000.0,5265000000.0,4638000000.0,4638000000.0,4638000000.0,4846000000.0,4175000000.0,4175000000.0,4175000000.0,4638000000.0,5855000000.0,5855000000.0,5855000000.0,4175000000.0,5485000000.0,5485000000.0,5485000000.0,5855000000.0,5091000000.0,5091000000.0,5091000000.0,5485000000.0,4658000000.0,4658000000.0,4658000000.0
InterestExpenseOperating / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124000000.0,144000000.0,30000000.0,59000000.0,
InterestIncomeExpenseNet / USD,,-136000000.0,-28000000.0,-58000000.0,-136000000.0,-100000000.0,-118000000.0,-75000000.0,-146000000.0,-209000000.0,-208000000.0,-62000000.0,-117000000.0,-173000000.0,-271000000.0,-57000000.0,-116000000.0,-175000000.0,-227000000.0,-57000000.0,-114000000.0,-173000000.0,-232000000.0,-61000000.0,-121000000.0,-181000000.0,-233000000.0,-70000000.0,-138000000.0,-205000000.0,-246000000.0,-60000000.0,-110000000.0,-157000000.0,-258000000.0,-34000000.0,-72000000.0,-113000000.0,-199000000.0,-38000000.0,-75000000.0,-112000000.0,-149000000.0,-32000000.0,-63000000.0,-100000000.0,-144000000.0,-50000000.0,-91000000.0,-124000000.0,,,,
InterestPaid / USD,,,,,,,174000000.0,,,,237000000.0,,,,294000000.0,,,,296000000.0,,,,271000000.0,,,,266000000.0,,,,293000000.0,,,,313000000.0,,,,279000000.0,,,,216000000.0,,,,207000000.0,,,,250000000.0,,,
InventoryFinishedGoods / USD,,867000000.0,1134000000.0,1129000000.0,867000000.0,1129000000.0,1131000000.0,1115000000.0,1115000000.0,1115000000.0,1115000000.0,1201000000.0,1201000000.0,1201000000.0,1201000000.0,1131000000.0,1131000000.0,1131000000.0,1131000000.0,1074000000.0,1074000000.0,1074000000.0,1072000000.0,1196000000.0,1196000000.0,1196000000.0,1196000000.0,1208000000.0,1208000000.0,1208000000.0,1208000000.0,1179000000.0,1179000000.0,1179000000.0,1179000000.0,808000000.0,808000000.0,808000000.0,808000000.0,1253000000.0,1253000000.0,1253000000.0,1253000000.0,1375000000.0,1375000000.0,1375000000.0,1375000000.0,1354000000.0,1354000000.0,1354000000.0,1354000000.0,1576000000.0,1576000000.0,1576000000.0
InventoryNet / USD,,1701000000.0,2349000000.0,2339000000.0,1701000000.0,2339000000.0,2336000000.0,2382000000.0,2382000000.0,2382000000.0,2382000000.0,2428000000.0,2428000000.0,2428000000.0,2428000000.0,2323000000.0,2323000000.0,2323000000.0,2323000000.0,2254000000.0,2254000000.0,2254000000.0,2346000000.0,2620000000.0,2620000000.0,2620000000.0,2620000000.0,2785000000.0,2785000000.0,2785000000.0,2785000000.0,2805000000.0,2805000000.0,2805000000.0,2805000000.0,2109000000.0,2109000000.0,2109000000.0,2109000000.0,2969000000.0,2969000000.0,2969000000.0,2969000000.0,3430000000.0,3430000000.0,3430000000.0,3430000000.0,3739000000.0,3739000000.0,3739000000.0,3739000000.0,4227000000.0,4227000000.0,4227000000.0
InventoryRawMaterials / USD,,706000000.0,922000000.0,919000000.0,706000000.0,919000000.0,915000000.0,955000000.0,955000000.0,955000000.0,955000000.0,924000000.0,924000000.0,924000000.0,924000000.0,885000000.0,885000000.0,885000000.0,885000000.0,880000000.0,880000000.0,880000000.0,879000000.0,953000000.0,953000000.0,953000000.0,953000000.0,1077000000.0,1077000000.0,1077000000.0,1077000000.0,986000000.0,986000000.0,986000000.0,986000000.0,803000000.0,803000000.0,803000000.0,803000000.0,1096000000.0,1096000000.0,1096000000.0,1096000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1515000000.0,1515000000.0,1515000000.0,1515000000.0,1614000000.0,1614000000.0,1614000000.0
InventoryWorkInProcess / USD,,272000000.0,426000000.0,424000000.0,272000000.0,424000000.0,423000000.0,428000000.0,428000000.0,428000000.0,428000000.0,422000000.0,422000000.0,422000000.0,422000000.0,412000000.0,412000000.0,412000000.0,412000000.0,396000000.0,396000000.0,396000000.0,395000000.0,471000000.0,471000000.0,471000000.0,471000000.0,500000000.0,500000000.0,500000000.0,500000000.0,640000000.0,640000000.0,640000000.0,640000000.0,498000000.0,498000000.0,498000000.0,498000000.0,620000000.0,620000000.0,620000000.0,620000000.0,781000000.0,781000000.0,781000000.0,781000000.0,870000000.0,870000000.0,870000000.0,870000000.0,1038000000.0,1038000000.0,1038000000.0
LeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,59000000.0,117000000.0,177000000.0,237000000.0,,,,237000000.0,,,,237000000.0,,,,210000000.0,,,,207000000.0,,,,234000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,481000000.0,487000000.0,513000000.0,512000000.0,,,,485000000.0,,,,493000000.0,,,,681000000.0,,,,795000000.0,,,,985000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,84000000.0,87000000.0,105000000.0,82000000.0,,,,91000000.0,,,,100000000.0,,,,209000000.0,,,,259000000.0,,,,266000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129000000.0,,,,127000000.0,,,,145000000.0,,,,156000000.0,,,,195000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000000.0,43000000.0,50000000.0,37000000.0,,,,30000000.0,,,,36000000.0,,,,54000000.0,,,,63000000.0,,,,78000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,54000000.0,63000000.0,75000000.0,56000000.0,,,,54000000.0,,,,49000000.0,,,,69000000.0,,,,85000000.0,,,,121000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000000.0,94000000.0,106000000.0,82000000.0,,,,78000000.0,,,,77000000.0,,,,86000000.0,,,,106000000.0,,,,149000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,115000000.0,126000000.0,137000000.0,113000000.0,,,,103000000.0,,,,104000000.0,,,,118000000.0,,,,126000000.0,,,,176000000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,49000000.0,55000000.0,56000000.0,60000000.0,,,,43000000.0,,,,36000000.0,,,,95000000.0,,,,127000000.0,,,,153000000.0,,,
LiabilitiesAndStockholdersEquity / USD,4776348.0,17873000000.0,35848000000.0,36284000000.0,17873000000.0,35350000000.0,35810000000.0,35491000000.0,35491000000.0,35491000000.0,35491000000.0,33529000000.0,33529000000.0,33529000000.0,33529000000.0,30996000000.0,30996000000.0,30996000000.0,30996000000.0,30419000000.0,30419000000.0,30419000000.0,30476000000.0,32623000000.0,32623000000.0,32623000000.0,32623000000.0,31092000000.0,31092000000.0,31092000000.0,31092000000.0,32805000000.0,32805000000.0,32805000000.0,32805000000.0,31824000000.0,31824000000.0,31824000000.0,31824000000.0,34027000000.0,34027000000.0,34027000000.0,34027000000.0,35014000000.0,35014000000.0,35014000000.0,35014000000.0,38432000000.0,38432000000.0,38432000000.0,38432000000.0,38381000000.0,38381000000.0,38381000000.0
LiabilitiesCurrent / USD,4784103.0,3637000000.0,5431000000.0,5470000000.0,3637000000.0,5421000000.0,5515000000.0,4914000000.0,4914000000.0,4914000000.0,4914000000.0,5355000000.0,5355000000.0,5355000000.0,5355000000.0,4625000000.0,4625000000.0,4625000000.0,4625000000.0,5485000000.0,5485000000.0,5485000000.0,5485000000.0,5075000000.0,5075000000.0,5075000000.0,5075000000.0,5154000000.0,5154000000.0,5154000000.0,5154000000.0,5132000000.0,5132000000.0,5132000000.0,5132000000.0,5881000000.0,5881000000.0,5881000000.0,5881000000.0,7212000000.0,7212000000.0,7212000000.0,7212000000.0,6360000000.0,6360000000.0,6360000000.0,6360000000.0,7747000000.0,7747000000.0,7747000000.0,7747000000.0,7857000000.0,7857000000.0,7857000000.0
LiabilitiesNoncurrent / USD,,6744000000.0,15289000000.0,15659000000.0,6744000000.0,14774000000.0,15117000000.0,13714000000.0,13714000000.0,13714000000.0,13714000000.0,12335000000.0,12335000000.0,12335000000.0,12335000000.0,11140000000.0,11140000000.0,11140000000.0,11140000000.0,9993000000.0,9993000000.0,9993000000.0,9993000000.0,10258000000.0,10258000000.0,10258000000.0,10258000000.0,9796000000.0,9796000000.0,9796000000.0,9796000000.0,11540000000.0,11540000000.0,11540000000.0,11540000000.0,10970000000.0,10970000000.0,10970000000.0,10970000000.0,10364000000.0,10364000000.0,10364000000.0,10364000000.0,11580000000.0,11580000000.0,11580000000.0,11580000000.0,11616000000.0,11616000000.0,11616000000.0,11616000000.0,11994000000.0,11994000000.0,11994000000.0
LongTermDebt / USD,,3687000000.0,10076000000.0,10076000000.0,3687000000.0,10076000000.0,10079000000.0,9536000000.0,9536000000.0,9536000000.0,9536000000.0,9032000000.0,9032000000.0,9032000000.0,9032000000.0,7988000000.0,7988000000.0,7988000000.0,7988000000.0,8263000000.0,8263000000.0,,8263000000.0,,,,7745000000.0,,,,7107000000.0,,,,8067000000.0,8057000000.0,8057000000.0,8057000000.0,8057000000.0,8566000000.0,8566000000.0,8566000000.0,8566000000.0,8331000000.0,8331000000.0,8331000000.0,8331000000.0,9261000000.0,9261000000.0,9261000000.0,9261000000.0,9152000000.0,9152000000.0,9152000000.0
LongTermDebtAndCapitalLeaseObligations / USD,,3366000000.0,9762000000.0,9762000000.0,3366000000.0,9762000000.0,9765000000.0,8969000000.0,8969000000.0,8969000000.0,8969000000.0,8024000000.0,8024000000.0,8024000000.0,8024000000.0,7746000000.0,7746000000.0,7746000000.0,7746000000.0,6711000000.0,6711000000.0,6711000000.0,6711000000.0,7167000000.0,7167000000.0,7167000000.0,7167000000.0,6768000000.0,6768000000.0,6768000000.0,6768000000.0,7819000000.0,7819000000.0,7819000000.0,7819000000.0,7010000000.0,7010000000.0,7010000000.0,7010000000.0,6831000000.0,6831000000.0,6831000000.0,6831000000.0,8321000000.0,8321000000.0,8321000000.0,8321000000.0,8244000000.0,8244000000.0,8244000000.0,8244000000.0,8478000000.0,8478000000.0,8478000000.0
LongTermDebtAndCapitalLeaseObligationsCurrent / USD,,321000000.0,314000000.0,314000000.0,321000000.0,314000000.0,314000000.0,567000000.0,567000000.0,567000000.0,567000000.0,1008000000.0,1008000000.0,1008000000.0,1008000000.0,242000000.0,242000000.0,242000000.0,242000000.0,1552000000.0,1552000000.0,1552000000.0,1552000000.0,578000000.0,578000000.0,578000000.0,578000000.0,339000000.0,339000000.0,339000000.0,339000000.0,248000000.0,248000000.0,248000000.0,248000000.0,1047000000.0,1047000000.0,1047000000.0,1047000000.0,1735000000.0,1735000000.0,1735000000.0,1735000000.0,10000000.0,10000000.0,10000000.0,10000000.0,1017000000.0,1017000000.0,1017000000.0,1017000000.0,674000000.0,674000000.0,674000000.0
LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities / USD,,,,,,,,,,,,,,,9032000000.0,,,,7988000000.0,,,,8263000000.0,,,,7745000000.0,,,,7107000000.0,,,,8067000000.0,,,,8057000000.0,,,,8566000000.0,,,,8331000000.0,,,,9261000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,314000000.0,,,314000000.0,,567000000.0,,,,1008000000.0,,,,242000000.0,,,,1552000000.0,,,,578000000.0,,,,339000000.0,,,,248000000.0,,,,1047000000.0,,,,1735000000.0,,,,10000000.0,,,,1017000000.0,,,,674000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762000000.0,,,,1095000000.0,,,,702000000.0,,,,502000000.0,,,,202000000.0,,,
