fact_unit,2014-04-30,2014-07-30,2014-10-30,2015-02-27,2015-04-30,2015-07-30,2015-10-29,2016-02-26,2016-04-28,2016-07-28,2016-10-27,2017-02-17,2017-04-27,2017-07-27,2017-10-26,2018-02-20,2018-04-26,2018-07-26,2018-10-25,2019-02-19,2019-04-25,2019-07-25,2019-10-24,2020-02-18,2020-04-23,2020-07-23,2020-10-22,2021-02-16,2021-04-22,2021-07-22,2021-10-21,2022-02-15,2022-04-26,2022-07-28,2022-10-27,2023-02-22,2023-04-26,2023-07-26,2023-10-31,2024-02-20,2024-04-25,2024-07-24,2024-10-24,2025-02-18,2025-04-24,2025-07-24,2025-10-23
EarningsPerShareDiluted / USD/shares,0.41,1.04,0.23,2.29,0.37,0.81,1.44,0.34,0.47,1.13,0.85,1.8,0.6,1.58,1.59,1.59,0.71,1.81,2.75,2.36,0.75,1.94,3.15,2.85,0.84,2.0,3.4,4.54,0.0,0.8,2.38,4.26,1.18,2.49,4.08,3.39,1.05,2.35,3.65,5.34,1.4,3.01,4.78,5.19,1.41,3.18,5.16
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,-4800000.0,,,,7700000.0,,,,-6200000.0,,,,-300000.0,-6100000.0,-3900000.0,-8700000.0,10000000.0,-2100000.0,-11900000.0,-23000000.0,-10200000.0,2600000.0,4100000.0,-1500000.0,-12300000.0,-4000000.0,-6900000.0,-2300000.0
EffectiveIncomeTaxRateContinuingOperations / pure,0.323,0.351,0.732,0.373,0.299,0.298,0.293,0.783,0.22,0.224,0.381,0.314,0.216,0.194,0.265,0.261,0.165,0.151,0.167,0.216,0.16,0.144,0.131,0.301,0.158,0.164,0.149,0.084,0.958,0.257,0.148,0.154,0.117,0.123,0.072,0.139,0.132,0.134,0.137,0.078,0.163,0.144,0.121,0.109,0.19,0.183,0.155
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,,,,0.35,,,,0.35,,,,0.35,,,,0.35,,,,0.35,,,,0.35,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential / pure,,,,-0.005,,,,0.13,,,,-0.096,,,,-0.111,,,,0.174,,,,0.2,,,,0.119,,,,0.106,,,,0.175,,,,0.141,,,,-0.136,,,
EffectiveIncomeTaxRateReconciliationGiltiPercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,,,,-0.011,,,,0.011,,,,0.007,,,,0.014,,,,0.006,,,,0.009,,,,-0.003,,,,0.004,,,,-0.003,,,,-0.004,,,,0.008,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,,,0.028,,,,0.055,,,,0.03,,,,0.028,,,,0.02,,,,0.018,,,,0.021,,,,0.03,,,,0.024,,,,0.011,,,,0.014,,,
EffectiveIncomeTaxRateReconciliationTaxContingencies / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,,,
EmployeeRelatedLiabilitiesCurrent / USD,,,,71800000.0,,,,71500000.0,,,,72400000.0,,,,81000000.0,,,,84700000.0,,,,95300000.0,,,,98400000.0,,,,86100000.0,,,,117700000.0,,,,134700000.0,,,,134800000.0,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,700000.0,1500000.0,2100000.0,2400000.0,1300000.0,2300000.0,3600000.0,3200000.0,1300000.0,2500000.0,3400000.0,4700000.0,1400000.0,2700000.0,4200000.0,4400000.0,2000000.0,3500000.0,5000000.0,5600000.0,500000.0,900000.0,1900000.0,6400000.0,1200000.0,1800000.0,2300000.0,1900000.0,400000.0,1400000.0,2200000.0,3000000.0,1100000.0,2000000.0,2400000.0,2900000.0,1200000.0,1700000.0,2200000.0,2600000.0,1200000.0,1900000.0,2500000.0,2700000.0,900000.0,1600000.0,2200000.0
EntityCommonStockSharesOutstanding / shares,96529256.0,96081819.0,95728586.0,96009137.0,95676557.0,95812288.0,95911934.0,96097400.0,95733733.0,95897958.0,96015428.0,95471511.0,95286874.0,94984951.0,95042640.0,95185418.0,94959392.0,95003313.0,95055763.0,94458335.0,93945706.0,93376344.0,92916555.0,92600522.0,92220228.0,92233434.0,92039015.0,90732297.0,89978097.0,89696156.0,89695862.0,88230442.0,87804920.0,87838044.0,87844822.0,87867431.0,87946675.0,87780016.0,87787566.0,87554388.0,87440696.0,87128089.0,86929281.0,86290351.0,86049290.0,85846520.0,86031953.0
EntityPublicFloat / USD,,,,5000000000.0,,,,8000000000.0,,,,7000000000.0,,,,7700000000.0,,,,7700000000.0,,,,10300000000.0,,,,9400000000.0,,,,12500000000.0,,,,8600000000.0,,,,10500000000.0,,,,10300000000.0,,,
EnvironmentalRemediationExpense / USD,600000.0,400000.0,500000.0,2900000.0,800000.0,1200000.0,1800000.0,2100000.0,1800000.0,2300000.0,3200000.0,2900000.0,1000000.0,3100000.0,6800000.0,4400000.0,800000.0,1500000.0,2000000.0,23300000.0,700000.0,1300000.0,1700000.0,3200000.0,400000.0,1000000.0,1600000.0,2400000.0,500000.0,800000.0,1800000.0,1700000.0,,,900000.0,7100000.0,,,,900000.0,,,,2900000.0,,,
EquityMethodInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,16000000.0,,,,18200000.0,,,,17400000.0,,,,11000000.0,,,,11800000.0,,,,12700000.0,,,
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,9500000.0,,,,18100000.0,,,,13700000.0,,,,35800000.0,,,,46800000.0,,,,65800000.0,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,111900000.0,111900000.0,111900000.0,111900000.0,107000000.0,107000000.0,106000000.0,106000000.0,107600000.0,107600000.0,107600000.0,107600000.0,123600000.0,123600000.0,123600000.0,123600000.0,135100000.0,135100000.0,135100000.0,135100000.0,156600000.0,156600000.0,156600000.0,156600000.0,184200000.0,184200000.0,184200000.0,184200000.0,223800000.0,223800000.0,223800000.0,223800000.0,250000000.0,250000000.0,250000000.0,250000000.0,286400000.0,286400000.0,286400000.0,286400000.0,348900000.0,348900000.0,348900000.0,348900000.0,394500000.0,394500000.0,394500000.0
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,10000000.0,10000000.0,10000000.0,7800000.0,6900000.0,7600000.0,10900000.0,19000000.0,19800000.0,20000000.0,19800000.0,19600000.0,20000000.0,21700000.0,22300000.0,22700000.0,34500000.0,33300000.0,34400000.0,28400000.0,29500000.0,30200000.0,30300000.0,28800000.0,28800000.0,29600000.0,30600000.0,28500000.0,28900000.0,29800000.0,32100000.0,29000000.0,32200000.0,31500000.0,44500000.0,58800000.0,60900000.0,61200000.0,61500000.0,55700000.0,57700000.0,60100000.0,64000000.0,61900000.0,61200000.0,65000000.0,73400000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,8000000.0,8000000.0,8000000.0,7600000.0,6800000.0,7600000.0,17200000.0,18900000.0,19700000.0,19900000.0,19900000.0,18800000.0,19100000.0,20800000.0,21400000.0,21700000.0,27500000.0,26400000.0,28700000.0,28200000.0,28700000.0,28900000.0,28000000.0,28300000.0,27600000.0,28200000.0,28900000.0,27400000.0,26600000.0,26800000.0,26700000.0,25700000.0,26800000.0,25600000.0,43100000.0,38200000.0,39600000.0,39800000.0,39100000.0,31500000.0,31800000.0,31700000.0,35400000.0,34400000.0,33800000.0,37000000.0,52500000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,8000000.0,8000000.0,8000000.0,7600000.0,6800000.0,7600000.0,17200000.0,18900000.0,19700000.0,19900000.0,19900000.0,18800000.0,19100000.0,20800000.0,21400000.0,21700000.0,27500000.0,26400000.0,28700000.0,28400000.0,28800000.0,29000000.0,28100000.0,28600000.0,27900000.0,28600000.0,29300000.0,28300000.0,27500000.0,27700000.0,27600000.0,27900000.0,30100000.0,28700000.0,46100000.0,45100000.0,46400000.0,46600000.0,45900000.0,39800000.0,41100000.0,41000000.0,44700000.0,36700000.0,36000000.0,39400000.0,55600000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,8000000.0,8000000.0,8000000.0,,6900000.0,7600000.0,17200000.0,18900000.0,19700000.0,19900000.0,19900000.0,18800000.0,19100000.0,20800000.0,21400000.0,21800000.0,27500000.0,26400000.0,28700000.0,28400000.0,28800000.0,29000000.0,28200000.0,28700000.0,28100000.0,28700000.0,29400000.0,28400000.0,27500000.0,27700000.0,27600000.0,28800000.0,31500000.0,30100000.0,51700000.0,48300000.0,49600000.0,49800000.0,49100000.0,46700000.0,47900000.0,47800000.0,51500000.0,45100000.0,44600000.0,48300000.0,64500000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,8000000.0,8000000.0,8000000.0,7700000.0,6900000.0,7600000.0,17200000.0,18900000.0,19800000.0,19900000.0,20000000.0,19600000.0,20000000.0,21700000.0,22300000.0,21800000.0,27500000.0,26400000.0,28700000.0,28400000.0,28800000.0,29000000.0,28200000.0,28800000.0,28100000.0,28700000.0,29400000.0,28500000.0,27700000.0,27900000.0,27800000.0,28800000.0,31800000.0,30400000.0,56400000.0,54100000.0,55400000.0,55600000.0,54800000.0,49900000.0,51100000.0,51000000.0,60500000.0,52100000.0,51600000.0,55500000.0,71600000.0
FiniteLivedIntangibleAssetsGross / USD,249000000.0,249000000.0,249000000.0,249000000.0,222600000.0,222600000.0,221300000.0,221300000.0,417900000.0,417900000.0,417900000.0,417900000.0,416400000.0,416400000.0,416400000.0,416400000.0,454000000.0,454000000.0,454000000.0,454000000.0,573100000.0,573100000.0,573100000.0,573100000.0,572100000.0,572100000.0,572100000.0,572100000.0,592600000.0,592600000.0,592600000.0,592600000.0,583600000.0,583600000.0,583600000.0,583600000.0,784900000.0,784900000.0,784900000.0,784900000.0,817300000.0,817300000.0,817300000.0,817300000.0,862400000.0,862400000.0,862400000.0
FiniteLivedIntangibleAssetsNet / USD,137100000.0,137100000.0,137100000.0,137100000.0,115600000.0,115600000.0,115300000.0,115300000.0,310300000.0,310300000.0,310300000.0,310300000.0,292800000.0,292800000.0,292800000.0,292800000.0,318900000.0,318900000.0,318900000.0,318900000.0,416500000.0,416500000.0,416500000.0,416500000.0,387900000.0,387900000.0,387900000.0,387900000.0,368800000.0,368800000.0,368800000.0,368800000.0,333600000.0,333600000.0,333600000.0,333600000.0,498500000.0,498500000.0,498500000.0,498500000.0,468400000.0,468400000.0,468400000.0,468400000.0,467900000.0,467900000.0,467900000.0
ForeignCurrencyTransactionGainLossBeforeTax / USD,-7500000.0,-6900000.0,-6900000.0,3200000.0,-100000.0,600000.0,2300000.0,8000000.0,-3300000.0,-3900000.0,-3700000.0,7600000.0,-3000000.0,-2400000.0,-2900000.0,4900000.0,-100000.0,-500000.0,-400000.0,2000000.0,-400000.0,200000.0,1000000.0,-700000.0,200000.0,-300000.0,-1100000.0,-300000.0,-900000.0,-800000.0,-1000000.0,-1800000.0,-400000.0,-1200000.0,-2000000.0,-700000.0,-1000000.0,-1900000.0,-1900000.0,-2700000.0,-1400000.0,-1700000.0,-2800000.0,-2400000.0,-1200000.0,-800000.0,-300000.0
GainLossOnSaleOfBusiness / USD,,,,,,,0.0,0.0,,,-104500000.0,0.0,,,-84400000.0,-102800000.0,,,,-84400000.0,,,,0.0,,,,0.0,,,,-30100000.0,,,0.0,0.0,,,-7600000.0,0.0,,,,-7600000.0,,,
Goodwill / USD,504900000.0,504900000.0,504900000.0,504900000.0,506000000.0,506000000.0,484400000.0,482900000.0,714100000.0,714100000.0,714100000.0,484400000.0,716800000.0,716800000.0,716800000.0,714100000.0,761200000.0,761200000.0,761200000.0,716800000.0,883000000.0,883000000.0,883000000.0,761200000.0,873300000.0,873300000.0,873300000.0,883000000.0,819000000.0,819000000.0,819000000.0,873300000.0,803800000.0,803800000.0,803800000.0,819000000.0,1413100000.0,1413100000.0,1413100000.0,803800000.0,1443100000.0,1443100000.0,1443100000.0,1413100000.0,1489400000.0,1489400000.0,1489400000.0
GoodwillAcquiredDuringPeriod / USD,,,,,,,,,,9400000.0,12500000.0,,,,,,,,,,,,,,,,,,,,,,,,616000000.0,,24300000.0,18700000.0,19100000.0,,2300000.0,57200000.0,61000000.0,,6300000.0,37700000.0,368300000.0
GoodwillAndIntangibleAssetImpairment / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,5900000.0,,,,101700000.0,,,,0.0,,,,0.0,,,
GoodwillForeignCurrencyTranslationGainLoss / USD,,,,,,,,,,,,,6100000.0,26000000.0,36400000.0,-13100000.0,10300000.0,-10800000.0,-15700000.0,42400000.0,-4300000.0,-2900000.0,-19600000.0,-20000000.0,-12200000.0,-7500000.0,4900000.0,-6700000.0,-11100000.0,-8100000.0,-15000000.0,17700000.0,-7400000.0,-22800000.0,-46300000.0,-19900000.0,3900000.0,7300000.0,-4100000.0,-22200000.0,-9000000.0,-12000000.0,1700000.0,10700000.0,12500000.0,47100000.0,43400000.0
GoodwillImpairedAccumulatedImpairmentLoss / USD,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,485500000.0,573600000.0,573600000.0,573600000.0,485500000.0,573600000.0,573600000.0,573600000.0,573600000.0,573600000.0,573600000.0,573600000.0,573600000.0,,,,573.6,,,
GoodwillPeriodIncreaseDecrease / USD,2400000.0,12600000.0,12600000.0,0.0,,29100000.0,354400000.0,12600000.0,,,,256400000.0,1700000.0,2900000.0,2700000.0,15800000.0,106500000.0,106600000.0,132500000.0,2000000.0,0.0,-2000000.0,-3000000.0,141800000.0,,,,-3000000.0,-100000.0,-100000.0,4700000.0,16100000.0,,,,4700000.0,,,,631500000.0,,,,19300000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,60900000.0,161900000.0,139800000.0,366700000.0,54800000.0,132600000.0,228000000.0,223400000.0,56300000.0,140300000.0,133500000.0,267900000.0,75000000.0,191400000.0,212500000.0,209300000.0,82300000.0,205500000.0,317500000.0,295000000.0,86200000.0,217800000.0,348000000.0,395700000.0,95400000.0,227000000.0,377500000.0,475200000.0,12000000.0,99900000.0,259600000.0,475200000.0,122500000.0,258700000.0,399500000.0,365400000.0,107300000.0,240600000.0,374300000.0,524000000.0,147700000.0,310200000.0,480300000.0,514500000.0,152900000.0,341900000.0,536500000.0
IncomeLossFromEquityMethodInvestments / USD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-400000.0,-500000.0,400000.0,-500000.0,-500000.0,-600000.0,-100000.0,-700000.0,-300000.0,6000000.0,300000.0,,,,6400000.0,,,,800000.0,,,
IncomeTaxExaminationPenaltiesAndInterestExpense / USD,,,,4300000.0,,,,2200000.0,,,,300000.0,,,,300000.0,,,,0.0,,,,800000.0,,,,1300000.0,,,,1900000.0,,,,500000.0,,,,3300000.0,,,,2700000.0,,,
IncomeTaxExpenseBenefit / USD,19700000.0,56900000.0,102400000.0,136700000.0,16400000.0,39500000.0,66800000.0,175000000.0,12400000.0,31400000.0,50800000.0,84200000.0,16200000.0,37200000.0,56300000.0,54600000.0,13600000.0,31000000.0,52900000.0,63800000.0,13800000.0,31400000.0,45500000.0,119000000.0,15100000.0,37300000.0,56100000.0,39800000.0,11500000.0,25700000.0,38500000.0,73100000.0,14300000.0,31700000.0,28900000.0,50900000.0,14200000.0,32300000.0,51400000.0,40700000.0,24100000.0,44600000.0,58300000.0,56200000.0,29100000.0,62700000.0,83100000.0
IncomeTaxReconciliationChangeInEnactedTaxRate / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
IncomeTaxesPaid / USD,,,,66700000.0,,,,80600000.0,,,,80600000.0,,,,10400000.0,,,,86700000.0,,,,101700000.0,,,,103000000.0,,,,103000000.0,,,,82600000.0,,,,89100000.0,,,,81700000.0,,,
IncomeTaxesReceivable / USD,,,,,,,,,,,,3100000.0,,,,11900000.0,,,,12200000.0,,,,15400000.0,,,,14200000.0,,,,25800000.0,,,,29100000.0,,,,8300000.0,,,,8900000.0,,,
IncreaseDecreaseInAccountsAndNotesReceivable / USD,,,,-2000000.0,,,,-27900000.0,,,,8000000.0,,,,13500000.0,,,,19800000.0,,,,22700000.0,,,,8600000.0,,,,6000000.0,,,,1900000.0,,,,-31700000.0,,,,53400000.0,,,
IncreaseDecreaseInAccountsPayable / USD,,,,8000000.0,,,,-16700000.0,,,,43400000.0,,,,-14700000.0,,,,3400000.0,,,,400000.0,,,,33900000.0,,,,-11000000.0,,,,-1600000.0,,,,40000000.0,,,,2500000.0,,,
IncreaseDecreaseInDeferredIncomeTaxes / USD,,,,,,,,17700000.0,,,,17200000.0,,,,-2000000.0,,,,6300000.0,,,,-24900000.0,,,,64400000.0,,,,30200000.0,,,,24400000.0,,,,43800000.0,,,,71300000.0,,,
IncreaseDecreaseInInventories / USD,,,,1200000.0,,,,-3900000.0,,,,-3400000.0,,,,5800000.0,,,,15600000.0,,,,4400000.0,,,,19700000.0,,,,-5400000.0,,,,7800000.0,,,,105600000.0,,,,61700000.0,,,
IncreaseDecreaseInOtherOperatingCapitalNet / USD,52300000.0,66900000.0,31200000.0,,50600000.0,52100000.0,22900000.0,,51400000.0,100300000.0,98700000.0,,76000000.0,86500000.0,112900000.0,,76100000.0,93200000.0,94500000.0,,105000000.0,113200000.0,107900000.0,,113600000.0,124100000.0,104600000.0,,85800000.0,82200000.0,90900000.0,,17800000.0,1400000.0,76200000.0,,93000000.0,139300000.0,132500000.0,,82900000.0,91000000.0,124600000.0,,101500000.0,114600000.0,86700000.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,0.0,0.0,0.0,0.0,1100000.0,1100000.0,1100000.0,100000.0,1000000.0,1100000.0,1100000.0,1100000.0,1000000.0,900000.0,900000.0,1000000.0,800000.0,700000.0,800000.0,1100000.0,700000.0,600000.0,700000.0,900000.0,600000.0,700000.0,700000.0,700000.0,600000.0,500000.0,500000.0,700000.0,500000.0,500000.0,600000.0,500000.0,400000.0,400000.0,400000.0,600000.0,400000.0,300000.0,400000.0,300000.0,500000.0,400000.0,500000.0
IntangibleAssetsGrossExcludingGoodwill / USD,,,,,,,,,,,,,,,,,,,,,,703700000.0,703700000.0,,695100000.0,695100000.0,695100000.0,,710900000.0,710900000.0,710900000.0,,697500000.0,697500000.0,697500000.0,,895300000.0,895300000.0,895300000.0,,921700000.0,921700000.0,921700000.0,,963500000.0,963500000.0,963500000.0
IntangibleAssetsNetExcludingGoodwill / USD,146100000.0,146100000.0,146100000.0,146100000.0,125700000.0,125700000.0,125400000.0,125400000.0,372400000.0,372400000.0,372400000.0,372400000.0,357400000.0,357400000.0,357400000.0,357400000.0,394300000.0,394300000.0,394300000.0,394300000.0,547100000.0,547100000.0,547100000.0,547100000.0,510900000.0,510900000.0,510900000.0,510900000.0,487100000.0,487100000.0,487100000.0,487100000.0,447500000.0,447500000.0,447500000.0,447500000.0,608900000.0,608900000.0,608900000.0,608900000.0,572800000.0,572800000.0,572800000.0,572800000.0,569000000.0,569000000.0,569000000.0
InterestExpense / USD,400000.0,900000.0,1400000.0,1500000.0,13100000.0,25600000.0,38300000.0,10200000.0,11600000.0,22900000.0,36600000.0,53800000.0,16300000.0,32800000.0,48400000.0,52900000.0,15900000.0,32000000.0,49700000.0,64300000.0,12900000.0,26300000.0,40300000.0,105700000.0,13700000.0,27100000.0,42700000.0,54000000.0,12900000.0,25900000.0,38800000.0,56000000.0,12300000.0,24700000.0,37000000.0,51100000.0,11900000.0,29100000.0,52200000.0,50200000.0,23600000.0,47300000.0,70200000.0,75900000.0,22900000.0,48000000.0,76800000.0
InterestPaid / USD,,,,,,,,,,,,,,,,39000000.0,,,,56000000.0,,,,58400000.0,,,,52000000.0,,,,48800000.0,,,,47300000.0,,,,45100000.0,,,,56900000.0,,,
InventoryFinishedGoods / USD,86800000.0,84600000.0,84600000.0,84600000.0,92600000.0,92600000.0,90600000.0,90600000.0,115200000.0,115200000.0,115200000.0,115200000.0,140300000.0,140300000.0,140300000.0,140300000.0,,,,143400000.0,,,,128700000.0,,,,120000000.0,,,,126800000.0,,,,193800000.0,,,,225100000.0,,,,178500000.0,,,
InventoryFinishedGoodsNetOfReserves / USD,,,,,,,,,,,,,,,,,143400000.0,143400000.0,143400000.0,,128700000.0,128700000.0,128700000.0,,120000000.0,120000000.0,120000000.0,,126800000.0,126800000.0,126800000.0,,193800000.0,193800000.0,193800000.0,,225100000.0,225100000.0,225100000.0,,178500000.0,178500000.0,178500000.0,,177900000.0,177900000.0,177900000.0
InventoryNet / USD,155800000.0,153600000.0,153600000.0,187500000.0,179500000.0,179500000.0,169300000.0,169300000.0,204100000.0,204100000.0,204100000.0,204100000.0,220600000.0,220600000.0,220600000.0,220600000.0,239800000.0,239800000.0,239800000.0,239800000.0,280300000.0,280300000.0,280300000.0,280300000.0,269900000.0,269900000.0,269900000.0,269900000.0,283100000.0,283100000.0,283100000.0,283100000.0,380400000.0,380400000.0,380400000.0,380400000.0,479000000.0,479000000.0,479000000.0,479000000.0,438500000.0,438500000.0,438500000.0,438500000.0,423000000.0,423000000.0,423000000.0
InventoryRawMaterials / USD,68300000.0,68300000.0,68300000.0,68400000.0,54800000.0,54800000.0,52700000.0,52700000.0,58900000.0,58900000.0,58900000.0,58900000.0,56700000.0,56700000.0,56700000.0,56700000.0,,,,66600000.0,,,,117200000.0,,,,116800000.0,,,,114000000.0,,,,144400000.0,,,,212200000.0,,,,218400000.0,,,
InventoryRawMaterialsNetOfReserves / USD,,,,,,,,,,,,,,,,,66600000.0,66600000.0,66600000.0,,117200000.0,117200000.0,117200000.0,,116800000.0,116800000.0,116800000.0,,114000000.0,114000000.0,114000000.0,,144400000.0,144400000.0,144400000.0,,212200000.0,212200000.0,212200000.0,,218400000.0,218400000.0,218400000.0,,196900000.0,196900000.0,196900000.0
InventoryWorkInProcess / USD,34500000.0,34500000.0,34500000.0,34500000.0,32100000.0,32100000.0,26000000.0,26000000.0,30000000.0,30000000.0,30000000.0,30000000.0,23600000.0,23600000.0,23600000.0,23600000.0,,,,29800000.0,,,,34400000.0,,,,33100000.0,,,,42300000.0,,,,42200000.0,,,,41700000.0,,,,41600000.0,,,
InventoryWorkInProcessNetOfReserves / USD,,,,,,,,,,,,,,,,,29800000.0,29800000.0,29800000.0,,34400000.0,34400000.0,34400000.0,,33100000.0,33100000.0,33100000.0,,42300000.0,42300000.0,42300000.0,,42200000.0,42200000.0,42200000.0,,41700000.0,41700000.0,41700000.0,,41600000.0,41600000.0,41600000.0,,48200000.0,48200000.0,48200000.0
InvestmentIncomeInterest / USD,100000.0,100000.0,100000.0,-100000.0,200000.0,300000.0,400000.0,800000.0,300000.0,800000.0,1100000.0,1100000.0,500000.0,1400000.0,1900000.0,1500000.0,100000.0,300000.0,600000.0,1900000.0,200000.0,300000.0,700000.0,1200000.0,300000.0,700000.0,1100000.0,800000.0,500000.0,600000.0,800000.0,1800000.0,0.0,100000.0,400000.0,900000.0,100000.0,200000.0,600000.0,400000.0,700000.0,1900000.0,3400000.0,1300000.0,3600000.0,8600000.0,16900000.0
InvestmentsFairValueDisclosure / USD,,,,,,,,,,,,,,,,,,,,,,14300000.0,14300000.0,14300000.0,17400000.0,17400000.0,17400000.0,17400000.0,23500000.0,23500000.0,23500000.0,23500000.0,24500000.0,24500000.0,24500000.0,24500000.0,19900000.0,19900000.0,19900000.0,19900000.0,18000000.0,18000000.0,18000000.0,18000000.0,17100000.0,17100000.0,17100000.0
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,94100000.0,93200000.0,91600000.0,92200000.0,85700000.0,83200000.0,107200000.0,104900000.0,103500000.0,98900000.0,101000000.0,101300000.0,112900000.0,108800000.0,111500000.0,110400000.0,191600000.0,195300000.0,188900000.0,197700000.0,197800000.0,198400000.0,202300000.0,195900000.0,194500000.0,209000000.0,219600000.0
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,17400000.0,18800000.0,18600000.0,15400000.0,15200000.0,15600000.0,,19500000.0,,,,16200000.0,,,,14400000.0,,,,74500000.0,,,,69400000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,28700000.0,,,29100000.0,30400000.0,25500000.0,26800000.0,28900000.0,31400000.0,27000000.0,28100000.0,32200000.0,34300000.0,29200000.0,34300000.0,35600000.0,40000000.0,35300000.0,38100000.0,42700000.0,43700000.0,35800000.0,42300000.0,47000000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,5400000.0,6300000.0,6700000.0,4300000.0,4300000.0,4600000.0,,7100000.0,,,,5100000.0,,,,7500000.0,,,,10300000.0,,,,9100000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,9700000.0,11100000.0,12700000.0,7700000.0,7800000.0,8500000.0,9100000.0,9700000.0,7800000.0,8000000.0,9500000.0,10600000.0,8700000.0,9400000.0,10500000.0,11000000.0,10500000.0,13400000.0,14100000.0,16800000.0,11600000.0,13000000.0,14500000.0,15400000.0,10300000.0,12600000.0,14500000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,15200000.0,17300000.0,19400000.0,14300000.0,14800000.0,16200000.0,13500000.0,14600000.0,10700000.0,11200000.0,13400000.0,15200000.0,14100000.0,15000000.0,16600000.0,17900000.0,14300000.0,18100000.0,19100000.0,23500000.0,18800000.0,20700000.0,23300000.0,24400000.0,17100000.0,21000000.0,23700000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,22700000.0,24100000.0,26300000.0,21800000.0,22300000.0,23800000.0,22100000.0,23600000.0,16600000.0,17600000.0,20500000.0,22800000.0,19400000.0,20600000.0,23300000.0,25300000.0,21800000.0,26500000.0,28100000.0,32600000.0,25800000.0,28400000.0,32600000.0,33900000.0,26700000.0,33400000.0,37200000.0
LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear / USD,,,,,,,,,,,,,,,,,,,,,23700000.0,15600000.0,7900000.0,,21300000.0,14500000.0,7800000.0,,23700000.0,15900000.0,8000000.0,,24100000.0,15900000.0,8800000.0,,28000000.0,19800000.0,10000000.0,,31400000.0,21700000.0,11600000.0,,33900000.0,24500000.0,13100000.0
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,11700000.0,11600000.0,11200000.0,10800000.0,9800000.0,9600000.0,11400000.0,11000000.0,10200000.0,9700000.0,9300000.0,8900000.0,9500000.0,8900000.0,9000000.0,9100000.0,53800000.0,47400000.0,46100000.0,46700000.0,46400000.0,46000000.0,46000000.0,44700000.0,44100000.0,45800000.0,47600000.0
