fact_unit,2019-07-19,2019-09-06,2019-12-06,2020-03-23,2020-06-03,2020-09-03,2020-12-03,2021-03-18,2021-06-04,2021-09-01,2021-12-02,2022-03-16,2022-06-03,2022-08-31,2022-11-30,2023-03-09,2023-06-01,2023-08-31,2023-11-29,2024-03-07,2024-06-05,2024-08-29,2024-11-27,2025-03-10,2025-06-04,2025-08-28,2025-12-03
GoodwillImpairmentLoss / USD,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
GrossProfit / USD,27895000.0,65021000.0,109126000.0,64266000.0,66804000.0,143329000.0,231093000.0,162586000.0,131183000.0,275763000.0,446696000.0,339786000.0,224338000.0,471596000.0,749983000.0,644893000.0,361002000.0,755588000.0,1178242000.0,1068373000.0,523350000.0,1072059000.0,1663069000.0,1640005000.0,696033000.0,1422504000.0,2177595000.0
ImpairmentOfLongLivedAssetsHeldForUse / USD,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
ImpairmentOfLongLivedAssetsToBeDisposedOf / USD,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,-137523000.0,,,,-143308000.0,,,,-149807000.0,,,,-94713000.0,,,,-179334000.0,,,,-195042000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,-33496000.0,-66011000.0,-107799000.0,-134561000.0,-25382000.0,-76636000.0,-111707000.0,-138710000.0,-18186000.0,-47619000.0,-71699000.0,-139782000.0,-32809000.0,-85889000.0,-131866000.0,-87869000.0,-26969000.0,-70504000.0,-116265000.0,-160023000.0,4908000.0,17995000.0,54267000.0,-159883000.0,53931000.0,111535000.0,100997000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,,2962000.0,,,,4598000.0,,,,10025000.0,,,,6844000.0,,,,19311000.0,,,,35159000.0,,,
IncomeTaxExpenseBenefit / USD,121000.0,483000.0,1018000.0,929000.0,595000.0,1230000.0,1664000.0,1367000.0,1036000.0,1477000.0,1928000.0,1997000.0,50062000.0,54300000.0,58773000.0,4760000.0,3440000.0,8218000.0,17088000.0,72355000.0,4409000.0,9020000.0,18623000.0,22402000.0,7667000.0,18581000.0,24862000.0
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance / USD,,,,6391000.0,,,,29676000.0,,,,77016000.0,,,,168869000.0,,,,210680000.0,,,,102892000.0,,,
IncomeTaxReconciliationForeignIncomeTaxRateDifferential / USD,,,,-285000.0,,,,97000.0,,,,207000.0,,,,1994000.0,,,,574000.0,,,,11003000.0,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,,,,-44265000.0,,,,-29129000.0,,,,-29354000.0,,,,-18453000.0,,,,-33605000.0,,,,-33777000.0,,,
IncomeTaxReconciliationNondeductibleExpense / USD,,,,1142000.0,,,,1833000.0,,,,1773000.0,,,,2212000.0,,,,2783000.0,,,,2800000.0,,,
IncomeTaxReconciliationOtherAdjustments / USD,,,,,,,,,,,,0.0,,,,0.0,,,,-909000.0,,,,0.0,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes / USD,,,,162000.0,,,,245000.0,,,,25000.0,,,,0.0,,,,673000.0,,,,944000.0,,,
IncomeTaxReconciliationTaxCredits / USD,,,,2621000.0,,,,3769000.0,,,,1534000.0,,,,9373000.0,,,,19113000.0,,,,19465000.0,,,
IncomeTaxesPaidNet / USD,187000.0,432000.0,576000.0,107000.0,114000.0,413000.0,1054000.0,1394000.0,353000.0,663000.0,1536000.0,1862000.0,1385000.0,2337000.0,3854000.0,1732000.0,3948000.0,4967000.0,6769000.0,74677000.0,3377000.0,9991000.0,17911000.0,11943000.0,7594000.0,10250000.0,14195000.0
IncreaseDecreaseInAccountsPayable / USD,2316000.0,-7703000.0,-6280000.0,7136000.0,2818000.0,-5897000.0,-3773000.0,-2403000.0,4736000.0,9634000.0,6556000.0,-6570000.0,-10562000.0,5383000.0,-7033000.0,11325000.0,-36431000.0,794000.0,25007000.0,33248000.0,-18596000.0,-2982000.0,2361000.0,-15463000.0,276000.0,-72000.0,34096000.0
IncreaseDecreaseInAccountsReceivable / USD,-20684000.0,-2116000.0,17936000.0,35268000.0,-5375000.0,22802000.0,53631000.0,33413000.0,-20651000.0,-16020000.0,6603000.0,72511000.0,-31740000.0,23903000.0,40644000.0,73022000.0,1058000.0,50728000.0,117240000.0,125354000.0,-165089000.0,-86718000.0,-65858000.0,258109000.0,-150249000.0,-192060000.0,-39184000.0
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities / USD,-7328000.0,-9058000.0,-2331000.0,16603000.0,-2407000.0,-2095000.0,3405000.0,3564000.0,-1095000.0,-8112000.0,1643000.0,10097000.0,42180000.0,67290000.0,74426000.0,33083000.0,-7300000.0,5723000.0,21820000.0,38483000.0,-36576000.0,4935000.0,33597000.0,58923000.0,-16629000.0,7968000.0,85667000.0
IncreaseDecreaseInContractWithCustomerLiability / USD,9395000.0,37246000.0,72219000.0,82169000.0,24812000.0,79362000.0,157239000.0,131117000.0,64805000.0,118672000.0,189582000.0,280768000.0,109376000.0,251742000.0,375582000.0,338803000.0,163276000.0,314831000.0,486177000.0,616408000.0,48678000.0,152528000.0,185655000.0,825751000.0,15041000.0,38859000.0,142180000.0
IncreaseDecreaseInEmployeeRelatedLiabilities / USD,-4297000.0,-1647000.0,3498000.0,9005000.0,-6601000.0,773000.0,17621000.0,971000.0,648000.0,-711000.0,18712000.0,17526000.0,5969000.0,22853000.0,22258000.0,33212000.0,13235000.0,245000.0,21635000.0,32681000.0,-17281000.0,-30161000.0,1810000.0,65226000.0,-17692000.0,-29432000.0,89896000.0
IncreaseDecreaseInOperatingLeaseLiability / USD,,,,,,,,,,,,,,-5022000.0,-7394000.0,,-2210000.0,-4704000.0,-7037000.0,-9900000.0,-3199000.0,-6475000.0,-16147000.0,-10364000.0,-4531000.0,-7113000.0,-11812000.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets / USD,-1202000.0,91000.0,2307000.0,12718000.0,4049000.0,12505000.0,19883000.0,5819000.0,-5332000.0,1953000.0,-1487000.0,44008000.0,685000.0,46687000.0,8051000.0,-2198000.0,-4243000.0,10938000.0,14121000.0,29535000.0,8542000.0,26338000.0,21972000.0,46807000.0,28602000.0,63224000.0,42832000.0
InterestExpenseNonoperating / USD,,,,,,,,,,,,,,,,,,,,,,,19334000.0,25319000.0,6511000.0,13060000.0,19647000.0
InterestPaidNet / USD,191000.0,448000.0,449000.0,1648000.0,1000.0,2000.0,3000.0,449000.0,0.0,0.0,4000.0,7000.0,11000.0,78000.0,13048000.0,18000.0,11265000.0,11289000.0,22547000.0,13088000.0,11250000.0,11250000.0,22500000.0,22551000.0,11250000.0,11250000.0,22500000.0
InterestPayableCurrent / USD,,,,,,,,,687000.0,687000.0,5709000.0,687000.0,10375000.0,10375000.0,10375000.0,10375000.0,10375000.0,10375000.0,10375000.0,10375000.0,10375000.0,10375000.0,10375000.0,,,,
InvestmentIncomeInterest / USD,,,,,,,,,,,,,,,,,,,,,,,107245000.0,52495000.0,45850000.0,97376000.0,149577000.0
LeaseCost / USD,,,,,3612000.0,7293000.0,11236000.0,15272000.0,3612000.0,7293000.0,11236000.0,15272000.0,,,,15272000.0,,,,18054000.0,,,,21707000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,24165000.0,24990000.0,47511000.0,50686000.0,45857000.0,51401000.0,48605000.0,46184000.0,45657000.0,43089000.0,41428000.0,38477000.0,,,18700000.0,46984000.0,,,,56271000.0,,,,49744000.0,,75872000.0,81537000.0
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,1712000.0,2058000.0,10441000.0,3671000.0,3651000.0,4151000.0,4158000.0,279000.0,,,,,,,,4859000.0,,,,6078000.0,,,,3717000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,9958000.0,,,,10187000.0,11578000.0,11660000.0,11895000.0,10539000.0,,,,11766000.0,,,,15290000.0,,,,14135000.0,,16503000.0,18776000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,3090000.0,3498000.0,8452000.0,8441000.0,8414000.0,9934000.0,9950000.0,4050000.0,,,,558000.0,,,,4432000.0,,,,4482000.0,,,,3787000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,4365000.0,4753000.0,8488000.0,9370000.0,9258000.0,10785000.0,10785000.0,9973000.0,4412000.0,4521000.0,4811000.0,4791000.0,,,,4992000.0,,,,8269000.0,,,,6042000.0,,9219000.0,11105000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,5229000.0,5600000.0,8868000.0,9377000.0,9307000.0,10856000.0,10838000.0,10816000.0,10421000.0,10518000.0,10764000.0,10728000.0,,,,9005000.0,,,,8585000.0,,,,10794000.0,,11206000.0,13115000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,5469000.0,5877000.0,9121000.0,9869000.0,9746000.0,11413000.0,11380000.0,10879000.0,11539000.0,11627000.0,11861000.0,11861000.0,,,,11930000.0,,,,13567000.0,,,,11269000.0,,15849000.0,17966000.0
LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear / USD,4300000.0,3204000.0,2141000.0,,5481000.0,4262000.0,1494000.0,,7279000.0,4307000.0,1489000.0,,,,,,,,,,,,,,,6630000.0,603000.0
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,6277000.0,6624000.0,5953000.0,5221000.0,4866000.0,4337000.0,3827000.0,3278000.0,,,,4371000.0,,,,5891000.0,,,,4826000.0,,10071000.0,8590000.0
Liabilities / USD,363100000.0,363100000.0,363100000.0,363100000.0,662299000.0,662299000.0,662299000.0,662299000.0,1860659000.0,1860659000.0,1860659000.0,1860659000.0,2580738000.0,2580738000.0,2580738000.0,2580738000.0,3539106000.0,3539106000.0,3539106000.0,3539106000.0,4309431000.0,4309431000.0,4309431000.0,4309431000.0,5382661000.0,5382661000.0,5382661000.0
LiabilitiesAndStockholdersEquity / USD,433219000.0,433219000.0,433219000.0,433219000.0,1404906000.0,1404906000.0,1404906000.0,1404906000.0,2732533000.0,2732533000.0,2732533000.0,2732533000.0,3618381000.0,3618381000.0,3618381000.0,3618381000.0,5026540000.0,5026540000.0,5026540000.0,5026540000.0,6646520000.0,6646520000.0,6646520000.0,6646520000.0,8701578000.0,8701578000.0,8701578000.0
LiabilitiesCurrent / USD,281420000.0,281420000.0,281420000.0,281420000.0,493096000.0,493096000.0,493096000.0,493096000.0,863553000.0,863553000.0,863553000.0,863553000.0,1406830000.0,1406830000.0,1406830000.0,1406830000.0,2109072000.0,2109072000.0,2109072000.0,2109072000.0,2697279000.0,2697279000.0,2697279000.0,2697279000.0,3461050000.0,3461050000.0,3461050000.0
LongTermDebtNoncurrent / USD,,,,,,,,0.0,738029000.0,738029000.0,738029000.0,738029000.0,739517000.0,739517000.0,739517000.0,739517000.0,741005000.0,741005000.0,741005000.0,741005000.0,742494000.0,742494000.0,742494000.0,742494000.0,743983000.0,743983000.0,743983000.0
LossContingencyAccrualAtCarryingValue / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,4291000.0,0.0,,21145000.0,21145000.0,21145000.0
LossContingencyAccrualPayments / USD,,,,,,,,,,,,,,,,,,,,,,840000.0,17245000.0,38917000.0,38874000.0,45917000.0,98883000.0
LossContingencyAccrualProvision / USD,,,,,,,,,,,,,,,,,,,,,,5131000.0,39054000.0,60062000.0,39727000.0,75383000.0,101556000.0
LossContingencyNewClaimsFiledNumber / lawsuit,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0
LossContingencyPatentsAllegedlyInfringedNumber / patent,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,
LossContingencyPendingClaimsNumber / lawsuit,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0
MarketableSecurities / USD,,,,,,,,,,,,,,,,,,,,0.0,,,,2300000.0,,,
MinorityInterest / USD,,,,0.0,500000.0,500000.0,500000.0,500000.0,1300000.0,1300000.0,1300000.0,1300000.0,11879000.0,11879000.0,11879000.0,11879000.0,23793000.0,23793000.0,23793000.0,23793000.0,33139000.0,33139000.0,33139000.0,33139000.0,39423000.0,39423000.0,39423000.0
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders / USD,,,,,,,,,,,,,,,,,,,,,,,,,3341000.0,,
MinorityInterestPeriodIncreaseDecrease / USD,,,,,,,,,,,,,,,,,,,,,,,,,,1415000.0,1415000.0
NetCashProvidedByUsedInFinancingActivities / USD,449000.0,182620000.0,190714000.0,126831000.0,-882000.0,679802000.0,678834000.0,190389000.0,6893000.0,34435000.0,39606000.0,706144000.0,2609000.0,38799000.0,46353000.0,800135000.0,4568000.0,43327000.0,48303000.0,72531000.0,7908000.0,57645000.0,59698000.0,77437000.0,-2518000.0,59978000.0,60822000.0
NetCashProvidedByUsedInInvestingActivities / USD,-7756000.0,-94873000.0,-131359000.0,-28330000.0,4138000.0,-30254000.0,-57516000.0,-142030000.0,634711000.0,611103000.0,512728000.0,-629631000.0,-384946000.0,-426121000.0,-470856000.0,495427000.0,-60950000.0,-140099000.0,-237518000.0,-564516000.0,66031000.0,107791000.0,-361045000.0,-556658000.0,-51098000.0,-105988000.0,-211569000.0
NetCashProvidedByUsedInOperatingActivities / USD,-6393000.0,-35137000.0,-38776000.0,-58766000.0,1415000.0,-4799000.0,33836000.0,-22968000.0,98577000.0,153602000.0,242103000.0,99943000.0,147533000.0,256008000.0,415066000.0,356566000.0,214957000.0,424863000.0,667714000.0,574784000.0,300892000.0,545673000.0,819191000.0,941007000.0,383228000.0,709869000.0,1036005000.0
NetIncomeLoss / USD,-33617000.0,-66494000.0,-108817000.0,-135490000.0,-25977000.0,-77866000.0,-113371000.0,-140077000.0,-19222000.0,-49096000.0,-73627000.0,-141779000.0,-85049000.0,-142367000.0,-192822000.0,-92629000.0,-31523000.0,-80808000.0,-135764000.0,-234802000.0,491000.0,8963000.0,35628000.0,-183245000.0,42820000.0,89833000.0,73011000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,,,,,,,,,0.0,0.0,0.0,0.0,2178000.0,2178000.0,2183000.0,0.0,1114000.0,2086000.0,2411000.0,2424000.0,8000.0,12000.0,16000.0,960000.0,3444000.0,3121000.0,3124000.0
NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance / USD,,,,,,,,,,,,,,,,,,,,,,,,,1500000.0,,
NoncurrentAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,831403000.0,831403000.0,831403000.0
NotesAndLoansReceivableGrossCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,9579000.0,9579000.0,9579000.0,9579000.0
NotesAndLoansReceivableGrossNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,43235000.0,43235000.0,43235000.0,43235000.0
NotesAndLoansReceivableNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,7164000.0,7164000.0,7164000.0,7164000.0
NotesAndLoansReceivableNetNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,37842000.0,37842000.0,37842000.0,37842000.0
NotesReceivableNet / USD,,,,,,,,,,,,,,,,,,,,,,,,45424000.0,45424000.0,45424000.0,45424000.0
NumberOfReportingUnits / reporting_unit,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OperatingExpenses / USD,61009000.0,128562000.0,214758000.0,195706000.0,92579000.0,219744000.0,346026000.0,299450000.0,153759000.0,328330000.0,523422000.0,485851000.0,255685000.0,550346000.0,868997000.0,737422000.0,384885000.0,827778000.0,1306854000.0,1210921000.0,542806000.0,1106888000.0,1694735000.0,1830117000.0,689097000.0,1401910000.0,2212724000.0
OperatingIncomeLoss / USD,-33114000.0,-63541000.0,-105632000.0,-131440000.0,-25775000.0,-76415000.0,-114933000.0,-136864000.0,-22576000.0,-52567000.0,-76726000.0,-146065000.0,-31347000.0,-78750000.0,-119014000.0,-92529000.0,-23883000.0,-72190000.0,-128612000.0,-142548000.0,-19456000.0,-34829000.0,-31666000.0,-190112000.0,6936000.0,20594000.0,-35129000.0
OperatingLeaseCost / USD,,,,,2283000.0,4954000.0,7631000.0,10308000.0,2283000.0,4954000.0,7631000.0,10308000.0,,,,10308000.0,,,,11262000.0,,,,11084000.0,,,
OperatingLeaseLiability / USD,,,,,39580000.0,44777000.0,42652000.0,40963000.0,40791000.0,38752000.0,37601000.0,37400000.0,,,,42613000.0,,,,50380000.0,,,,44918000.0,,65801000.0,72947000.0
OperatingLeaseLiabilityCurrent / USD,,,,,0.0,0.0,0.0,0.0,8977000.0,8977000.0,8977000.0,8977000.0,9820000.0,9820000.0,9820000.0,9820000.0,13046000.0,13046000.0,13046000.0,13046000.0,14150000.0,14150000.0,14150000.0,14150000.0,13811000.0,13811000.0,13811000.0
OperatingLeaseLiabilityNoncurrent / USD,,,,,0.0,0.0,0.0,0.0,31986000.0,31986000.0,31986000.0,31986000.0,25379000.0,25379000.0,25379000.0,25379000.0,29567000.0,29567000.0,29567000.0,29567000.0,36230000.0,36230000.0,36230000.0,36230000.0,31107000.0,31107000.0,31107000.0
OperatingLeasePayments / USD,,,,,2400000.0,5400000.0,8100000.0,11000000.0,2400000.0,5400000.0,8100000.0,11000000.0,,,,11000000.0,,,,11800000.0,,,,12000000.0,,,
OperatingLeaseRightOfUseAsset / USD,,,,,0.0,0.0,0.0,0.0,36484000.0,36484000.0,36484000.0,37400000.0,31735000.0,31735000.0,31735000.0,31735000.0,39936000.0,39936000.0,39936000.0,39936000.0,48211000.0,48211000.0,48211000.0,48211000.0,42763000.0,42763000.0,42763000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,0.059,0.059,0.059,0.059,0.056,0.056,0.054,0.059,,,,0.054,,,,0.045,,,,0.057,,,
OtherAccruedLiabilitiesCurrentAndNoncurrent / USD,,,13275000.0,13275000.0,7459000.0,7459000.0,7459000.0,7459000.0,11372000.0,11372000.0,11372000.0,11372000.0,6988000.0,21154000.0,13988000.0,13988000.0,11247000.0,11247000.0,9487000.0,9487000.0,13512000.0,9078000.0,9078000.0,,,,
OtherAssetsCurrent / USD,1105000.0,1105000.0,1105000.0,1105000.0,6523000.0,6523000.0,6523000.0,6523000.0,4566000.0,4566000.0,4566000.0,4566000.0,,,,,,,,,,,,38300000.0,,,
OtherAssetsNoncurrent / USD,9183000.0,9183000.0,9183000.0,9183000.0,16708000.0,16708000.0,16708000.0,16708000.0,17112000.0,17112000.0,17112000.0,17112000.0,25346000.0,25346000.0,25346000.0,25346000.0,28965000.0,28965000.0,28965000.0,28965000.0,76094000.0,76094000.0,76094000.0,76094000.0,137459000.0,137459000.0,137459000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,,,,,,,,,-693000.0,1426000.0,926000.0,,-202000.0,-769000.0,-1434000.0,2630000.0,-2948000.0,-4435000.0,-7944000.0,-3559000.0,1158000.0,1932000.0,-4261000.0,221000.0,-3089000.0,-1454000.0,-754000.0
OtherComprehensiveIncomeLossNetOfTax / USD,,,,,,,,-872000.0,-2013000.0,106000.0,-394000.0,911000.0,-202000.0,-769000.0,-1434000.0,1310000.0,-2948000.0,-4435000.0,-7944000.0,-3559000.0,1158000.0,1932000.0,-4261000.0,221000.0,-3097000.0,-1439000.0,-363000.0
OtherLiabilitiesCurrent / USD,4040000.0,4040000.0,4040000.0,4040000.0,11601000.0,11601000.0,11601000.0,11601000.0,17499000.0,17499000.0,17499000.0,17499000.0,24929000.0,24929000.0,24929000.0,24929000.0,16519000.0,16519000.0,16519000.0,16519000.0,23672000.0,23672000.0,23672000.0,23672000.0,72755000.0,72755000.0,72755000.0
OtherLiabilitiesNoncurrent / USD,10313000.0,10313000.0,10313000.0,10313000.0,11020000.0,11020000.0,11020000.0,11020000.0,17184000.0,17184000.0,17184000.0,17184000.0,16193000.0,16193000.0,16193000.0,16193000.0,31833000.0,31833000.0,31833000.0,31833000.0,50086000.0,50086000.0,50086000.0,50086000.0,150849000.0,150849000.0,150849000.0
OtherLongTermInvestments / USD,,,,,,,,,,,,,,,,,,,,,56244000.0,56244000.0,56244000.0,56244000.0,72544000.0,72544000.0,72544000.0
OtherNoncashIncomeExpense / USD,-47000.0,-187000.0,-187000.0,-1036000.0,424000.0,-163000.0,-293000.0,-98000.0,-151000.0,-320000.0,-506000.0,-435000.0,-595000.0,-1199000.0,-1824000.0,-853000.0,-669000.0,-1366000.0,-2077000.0,-2469000.0,-754000.0,-1531000.0,-2337000.0,-2813000.0,-874000.0,-1785000.0,-2748000.0
OtherNonoperatingIncomeExpense / USD,-190000.0,-2042000.0,-1739000.0,-1473000.0,394000.0,-56000.0,3523000.0,-1418000.0,4533000.0,5265000.0,5537000.0,6725000.0,4768000.0,5387000.0,3423000.0,1251000.0,1705000.0,5085000.0,5835000.0,3968000.0,230000.0,,,3053000.0,,,
OtherOperatingIncomeExpenseNet / USD,,,,,,,,,,,,,,,,,,,,,,-1504000.0,-1978000.0,,7656000.0,6625000.0,6196000.0
PaymentsForRestructuring / USD,,,,,,,,,,,,,,,,,,,,,,,,,,24965000.0,26412000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,,,6471000.0,,,0.0,0.0,0.0,0.0,85469000.0,0.0,353407000.0,353746000.0,353746000.0,85517000.0,,,18464000.0,414518000.0,0.0,0.0,238749000.0,18349000.0,96376000.0,96381000.0,96381000.0
PaymentsToAcquireEquitySecuritiesFvNi / USD,,,,,,,,,,,,,,7309000.0,15809000.0,1500000.0,2825000.0,7825000.0,18006000.0,,10513000.0,12177000.0,12177000.0,,1658000.0,2702000.0,12702000.0
PaymentsToAcquireIntangibleAssets / USD,,,,307000.0,,,,0.0,,,0.0,0.0,0.0,0.0,680000.0,180000.0,700000.0,700000.0,700000.0,680000.0,,500000.0,526000.0,2323000.0,,,
PaymentsToAcquireLongtermInvestments / USD,,,,,,,,,,,,,,,,,,,,16309000.0,,,,21808000.0,,,
PaymentsToAcquirePropertyPlantAndEquipment / USD,8649000.0,14068000.0,21664000.0,22906000.0,15541000.0,37159000.0,66848000.0,35851000.0,9694000.0,30334000.0,40245000.0,80198000.0,25796000.0,55793000.0,85420000.0,52799000.0,52211000.0,118339000.0,179609000.0,112143000.0,62264000.0,102681000.0,123945000.0,235019000.0,49683000.0,88937000.0,167641000.0
PaymentsToAcquireShortTermInvestments / USD,,,,,,,,,,,,,,,,,,,0.0,0.0,,,195581000.0,250000000.0,,,
PaymentsToDevelopSoftware / USD,1707000.0,3201000.0,5042000.0,6542000.0,1984000.0,3310000.0,5208000.0,6794000.0,1882000.0,3850000.0,6345000.0,7289000.0,4434000.0,9273000.0,15201000.0,10864000.0,5214000.0,13235000.0,20739000.0,20866000.0,10902000.0,25975000.0,38605000.0,29095000.0,10479000.0,24995000.0,41266000.0
PaymentsToMinorityShareholders / USD,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3841000.0,4085000.0,4085000.0
PreferredStockParOrStatedValuePerShare / USD/shares,,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
PreferredStockSharesAuthorized / shares,,0.0,0.0,0.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
PreferredStockSharesIssued / shares,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockSharesOutstanding / shares,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockValue / USD,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PrepaidExpenseAndOtherAssetsCurrent / USD,18410000.0,18410000.0,18410000.0,18410000.0,51614000.0,51614000.0,51614000.0,51614000.0,53617000.0,53617000.0,53617000.0,53617000.0,79352000.0,79352000.0,79352000.0,79352000.0,121862000.0,121862000.0,121862000.0,121862000.0,183172000.0,183172000.0,183172000.0,183172000.0,314444000.0,314444000.0,314444000.0
PrepaidExpenseCurrent / USD,14390000.0,14390000.0,5982000.0,5982000.0,20390000.0,20390000.0,20390000.0,20390000.0,23072000.0,12220000.0,12220000.0,12220000.0,,,,,,,,,,,,144900000.0,,,
ProceedsFromMinorityShareholders / USD,,,,0.0,0.0,0.0,0.0,0.0,500000.0,550000.0,800000.0,500000.0,655000.0,3655000.0,7905000.0,800000.0,1462000.0,3963000.0,9053000.0,8155000.0,5257000.0,8088000.0,8088000.0,10954000.0,500000.0,5500000.0,5500000.0
ProceedsFromSaleAndMaturityOfOtherInvestments / USD,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,150000000.0,250000000.0,250000000.0,0.0,97300000.0,97300000.0,97300000.0
ProceedsFromSaleOfLongtermInvestments / USD,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,10407000.0,10895000.0,10895000.0
ProceedsFromStockOptionsExercised / USD,751000.0,1514000.0,2792000.0,3701000.0,1510000.0,8526000.0,9350000.0,3912000.0,6393000.0,16601000.0,21522000.0,21512000.0,3754000.0,9492000.0,12796000.0,28831000.0,3106000.0,4919000.0,6396000.0,15899000.0,2651000.0,4125000.0,6178000.0,8655000.0,823000.0,2464000.0,3308000.0
ProceedsFromStockPlans / USD,,,,0.0,,0.0,0.0,0.0,,17284000.0,17284000.0,12365000.0,,27452000.0,27452000.0,34263000.0,,34445000.0,34445000.0,50277000.0,,45432000.0,45432000.0,59419000.0,,56099000.0,56099000.0
ProductWarrantyAccrual / USD,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ProfitLoss / USD,-33617000.0,-66494000.0,-108817000.0,,-25977000.0,-77866000.0,-113371000.0,-140077000.0,-19222000.0,-49096000.0,-73627000.0,-141779000.0,-82871000.0,-140189000.0,-190639000.0,-92629000.0,-30409000.0,-78722000.0,-133353000.0,-232378000.0,499000.0,8975000.0,35644000.0,-182285000.0,46264000.0,92954000.0,76135000.0
PropertyPlantAndEquipmentGross / USD,100423000.0,100423000.0,100423000.0,100423000.0,185742000.0,185742000.0,185742000.0,185742000.0,255548000.0,255548000.0,255548000.0,255548000.0,402355000.0,402355000.0,402355000.0,402355000.0,708614000.0,708614000.0,708614000.0,708614000.0,958438000.0,958438000.0,958438000.0,958438000.0,1310394000.0,1310394000.0,1310394000.0
