fact_unit,2013-11-12,2014-02-07,2014-05-09,2014-08-14,2014-11-06,2015-02-06,2015-05-06,2015-08-13,2015-11-06,2016-02-05,2016-05-06,2016-08-12,2016-11-08,2017-02-10,2017-05-10,2017-08-14,2017-11-13,2018-02-09,2018-05-11,2018-08-15,2018-11-08,2019-02-08,2019-05-10,2019-08-13,2019-11-08,2020-02-07,2020-05-08,2020-08-11,2020-11-06,2021-02-05,2021-05-07,2021-08-10,2021-11-05,2022-02-04,2022-05-06,2022-08-12,2022-11-09,2023-02-10,2023-05-12,2023-08-15,2023-11-09,2024-02-08,2024-05-09,2024-08-13,2024-11-08,2025-02-06,2025-05-09,2025-05-13,2025-08-06,2025-11-07
OtherAssetsNoncurrent / USD,598000000.0,598000000.0,598000000.0,598000000.0,682000000.0,682000000.0,682000000.0,682000000.0,686000000.0,686000000.0,467000000.0,467000000.0,396000000.0,396000000.0,396000000.0,396000000.0,442000000.0,442000000.0,442000000.0,442000000.0,831000000.0,831000000.0,831000000.0,831000000.0,930000000.0,930000000.0,930000000.0,930000000.0,1039000000.0,1039000000.0,1039000000.0,1039000000.0,1447000000.0,1447000000.0,1447000000.0,1447000000.0,1384000000.0,1384000000.0,1384000000.0,1384000000.0,1341000000.0,1341000000.0,1341000000.0,1341000000.0,1170000000.0,957000000.0,957000000.0,1066000000.0,957000000.0,1000000000.0
OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostCreditArisingDuringPeriodBeforeTax / USD,,,,,,,,54000000.0,,,,41000000.0,,,,34000000.0,,,,31000000.0,,,,-28000000.0,,,,-16000000.0,,,,-14000000.0,,,,-27000000.0,,,,-25000000.0,,,,-21000000.0,,,,-21000000.0,-17000000.0,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax / USD,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2000000.0,7000000.0,2000000.0,4000000.0,-14000000.0,-14000000.0,-5000000.0,2000000.0,-2000000.0,-2000000.0,-2000000.0,-9000000.0,1000000.0,2000000.0,9000000.0,-2000000.0,17000000.0,13000000.0,5000000.0,21000000.0,-1000000.0,-18000000.0,-12000000.0,21000000.0,12000000.0,-16000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTax / USD,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,0.0,-1000000.0,1000000.0,1000000.0,2000000.0,-3000000.0,3000000.0,0.0,1000000.0,0.0,0.0,0.0,-3000000.0,0.0,1000000.0,1000000.0,0.0,-6000000.0,4000000.0,2000000.0,7000000.0,-1000000.0,-7000000.0,-5000000.0,7000000.0,4000000.0,-6000000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,107000000.0,77000000.0,60000000.0,-345000000.0,201000000.0,-39000000.0,184000000.0,-797000000.0,-474000000.0,-930000000.0,-1245000000.0,356000000.0,-445000000.0,-356000000.0,-290000000.0,-1183000000.0,56000000.0,-291000000.0,-22000000.0,-398000000.0,134000000.0,134000000.0,144000000.0,84000000.0,-110000000.0,-257000000.0,-182000000.0,-123000000.0,-185000000.0,14000000.0,-470000000.0,-247000000.0,107000000.0,422000000.0,450000000.0,-200000000.0,-164000000.0,-200000000.0,-89000000.0,468000000.0,-280000000.0,-1000000.0,-34000000.0,-518000000.0,-145000000.0,70000000.0,-71000000.0,-518000000.0,0.0,170000000.0
OtherComprehensiveIncomeLossNetOfTax / USD,102000000.0,75000000.0,58000000.0,-489000000.0,220000000.0,-20000000.0,210000000.0,-786000000.0,-475000000.0,-896000000.0,-1187000000.0,341000000.0,-450000000.0,-345000000.0,-264000000.0,-1216000000.0,43000000.0,-268000000.0,-11000000.0,-445000000.0,116000000.0,135000000.0,136000000.0,71000000.0,-103000000.0,-237000000.0,-170000000.0,48000000.0,-188000000.0,-2000000.0,-462000000.0,-288000000.0,113000000.0,421000000.0,450000000.0,-251000000.0,-158000000.0,-186000000.0,-63000000.0,468000000.0,-251000000.0,18000000.0,-23000000.0,-426000000.0,-131000000.0,65000000.0,-66000000.0,-426000000.0,5000000.0,151000000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest / USD,,,,,,,,-10000000.0,-17000000.0,-25000000.0,-23000000.0,2000000.0,-7000000.0,-4000000.0,-1000000.0,-24000000.0,2000000.0,-7000000.0,7000000.0,-1000000.0,4000000.0,3000000.0,1000000.0,9000000.0,-28000000.0,-56000000.0,-46000000.0,-42000000.0,-45000000.0,-9000000.0,-118000000.0,-58000000.0,17000000.0,80000000.0,84000000.0,-43000000.0,-38000000.0,-38000000.0,-3000000.0,78000000.0,-56000000.0,3000000.0,-14000000.0,-97000000.0,-31000000.0,18000000.0,-21000000.0,-97000000.0,-18000000.0,31000000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,,,,-484000000.0,,,,-776000000.0,,,,339000000.0,,,,-1192000000.0,,,-18000000.0,-444000000.0,112000000.0,,,62000000.0,,,,90000000.0,,,,-252000000.0,,,,-205000000.0,,,,390000000.0,,,,-329000000.0,,,,-329000000.0,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,5000000.0,3000000.0,5000000.0,144000000.0,-11000000.0,-9000000.0,-21000000.0,-10000000.0,-16000000.0,-31000000.0,-44000000.0,36000000.0,-15000000.0,-25000000.0,-41000000.0,29000000.0,-11000000.0,-31000000.0,-29000000.0,32000000.0,6000000.0,5000000.0,14000000.0,-8000000.0,-5000000.0,-13000000.0,-10000000.0,-128000000.0,-11000000.0,2000000.0,-13000000.0,43000000.0,-8000000.0,-1000000.0,-2000000.0,42000000.0,-5000000.0,-12000000.0,-17000000.0,-2000000.0,-12000000.0,-6000000.0,-6000000.0,-71000000.0,-15000000.0,-13000000.0,-17000000.0,-71000000.0,7000000.0,3000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax / USD,,,,,,,,546000000.0,,,,574000000.0,,,,612000000.0,,,,594000000.0,,,,435000000.0,,,,476000000.0,,,,-527000000.0,,,,-539000000.0,,,,-446000000.0,,,,-452000000.0,,,,-452000000.0,-423000000.0,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax / USD,,,,,,8000000.0,19000000.0,5000000.0,4000000.0,8000000.0,11000000.0,3000000.0,4000000.0,6000000.0,10000000.0,11000000.0,3000000.0,8000000.0,7000000.0,14000000.0,2000000.0,2000000.0,4000000.0,-8000000.0,-1000000.0,-3000000.0,-2000000.0,-28000000.0,-3000000.0,-1000000.0,-4000000.0,10000000.0,-3000000.0,0.0,0.0,11000000.0,-2000000.0,-4000000.0,-5000000.0,1000000.0,4000000.0,1000000.0,1000000.0,19000000.0,-5000000.0,4000000.0,-6000000.0,19000000.0,-2000000.0,1000000.0
OtherLiabilitiesCurrent / USD,432000000.0,432000000.0,432000000.0,432000000.0,431000000.0,431000000.0,431000000.0,431000000.0,401000000.0,401000000.0,401000000.0,401000000.0,466000000.0,466000000.0,466000000.0,466000000.0,600000000.0,600000000.0,600000000.0,497000000.0,372000000.0,372000000.0,372000000.0,372000000.0,724000000.0,724000000.0,724000000.0,724000000.0,838000000.0,838000000.0,838000000.0,838000000.0,1073000000.0,1073000000.0,1073000000.0,1073000000.0,975000000.0,975000000.0,975000000.0,975000000.0,953000000.0,953000000.0,953000000.0,953000000.0,905000000.0,772000000.0,772000000.0,804000000.0,772000000.0,714000000.0
OtherLiabilitiesNoncurrent / USD,279000000.0,279000000.0,279000000.0,279000000.0,310000000.0,310000000.0,310000000.0,310000000.0,318000000.0,318000000.0,318000000.0,318000000.0,349000000.0,349000000.0,349000000.0,349000000.0,351000000.0,351000000.0,351000000.0,351000000.0,430000000.0,430000000.0,430000000.0,430000000.0,495000000.0,495000000.0,495000000.0,495000000.0,326000000.0,326000000.0,326000000.0,326000000.0,519000000.0,519000000.0,519000000.0,519000000.0,483000000.0,483000000.0,483000000.0,483000000.0,446000000.0,446000000.0,446000000.0,446000000.0,492000000.0,472000000.0,472000000.0,425000000.0,472000000.0,492000000.0
OtherNonoperatingGainsLosses / USD,,,,,,,,,,,,-1000000.0,5000000.0,-1000000.0,2000000.0,4000000.0,1000000.0,13000000.0,13000000.0,39000000.0,3000000.0,9000000.0,,,,,,,,,,,,,,,,,,,,,,-25000000.0,,,,-29000000.0,12000000.0,
OtherNonoperatingIncomeExpense / USD,3000000.0,1255000000.0,1569000000.0,-59000000.0,-441000000.0,-672000000.0,-673000000.0,1593000000.0,48000000.0,58000000.0,70000000.0,-653000000.0,5000000.0,-1000000.0,32000000.0,75000000.0,17000000.0,140000000.0,127000000.0,18000000.0,9000000.0,-21000000.0,9000000.0,135000000.0,20000000.0,27000000.0,30000000.0,-324000000.0,4000000.0,6000000.0,19000000.0,33000000.0,17000000.0,71000000.0,132000000.0,9000000.0,137000000.0,130000000.0,143000000.0,143000000.0,-18000000.0,-24000000.0,-10000000.0,52000000.0,-35000000.0,-17000000.0,-26000000.0,47000000.0,3000000.0,22000000.0
OtherOperatingActivitiesCashFlowStatement / USD,-3000000.0,-1255000000.0,-1569000000.0,59000000.0,-42000000.0,-49000000.0,-48000000.0,-1593000000.0,-48000000.0,-58000000.0,-70000000.0,-68000000.0,-5000000.0,1000000.0,-32000000.0,-75000000.0,-17000000.0,-140000000.0,-127000000.0,-18000000.0,-9000000.0,21000000.0,-9000000.0,-135000000.0,-20000000.0,-27000000.0,-30000000.0,324000000.0,-4000000.0,-6000000.0,-19000000.0,-33000000.0,-17000000.0,-71000000.0,-132000000.0,-9000000.0,-137000000.0,-130000000.0,-143000000.0,-143000000.0,18000000.0,24000000.0,10000000.0,-29000000.0,36000000.0,20000000.0,30000000.0,-27000000.0,6000000.0,-23000000.0
OtherSundryLiabilitiesCurrent / USD,189000000.0,189000000.0,189000000.0,189000000.0,202000000.0,202000000.0,202000000.0,202000000.0,211000000.0,211000000.0,211000000.0,211000000.0,254000000.0,251000000.0,251000000.0,251000000.0,306000000.0,306000000.0,306000000.0,306000000.0,,,,,,,,,,,,,,,,504000000.0,,,,430000000.0,465000000.0,465000000.0,370000000.0,370000000.0,334000000.0,327000000.0,327000000.0,363000000.0,327000000.0,300000000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,,,,,,,0.0,0.0,0.0,0.0,-16000000.0,0.0,-5000000.0,-5000000.0,-21000000.0,-15000000.0,18000000.0,3000000.0,-10000000.0,-30000000.0,-7000000.0,-23000000.0,-23000000.0,-10000000.0,-16000000.0,-16000000.0,-18000000.0,-33000000.0,-1000000.0,-3000000.0,-3000000.0,-18000000.0,-3000000.0,5000000.0,1000000.0,-4000000.0,-24000000.0,-28000000.0,-29000000.0,1000000.0,19000000.0,21000000.0,21000000.0,-30000000.0,,0.0,0.0,-30000000.0,22000000.0,0.0
PaymentsForRepurchaseOfCommonStock / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,43000000.0,125000000.0,0.0,127000000.0,178000000.0,196000000.0,179000000.0,29000000.0,56000000.0,83000000.0,179000000.0,243000000.0,38000000.0
PaymentsForRestructuring / USD,120000000.0,188000000.0,243000000.0,117000000.0,49000000.0,78000000.0,90000000.0,281000000.0,12000000.0,17000000.0,28000000.0,107000000.0,26000000.0,54000000.0,71000000.0,52000000.0,22000000.0,58000000.0,91000000.0,96000000.0,23000000.0,40000000.0,62000000.0,137000000.0,24000000.0,45000000.0,63000000.0,76000000.0,29000000.0,47000000.0,64000000.0,93000000.0,48000000.0,72000000.0,92000000.0,110000000.0,43000000.0,72000000.0,95000000.0,152000000.0,24000000.0,38000000.0,63000000.0,111000000.0,40000000.0,54000000.0,79000000.0,108000000.0,95000000.0,24000000.0
PaymentsOfDividends / USD,,11000000.0,20000000.0,13000000.0,12000000.0,13000000.0,23000000.0,20000000.0,17000000.0,17000000.0,29000000.0,24000000.0,16000000.0,74000000.0,88000000.0,30000000.0,18000000.0,77000000.0,93000000.0,147000000.0,21000000.0,80000000.0,99000000.0,152000000.0,23000000.0,81000000.0,102000000.0,158000000.0,22000000.0,81000000.0,100000000.0,161000000.0,20000000.0,80000000.0,104000000.0,158000000.0,27000000.0,86000000.0,114000000.0,163000000.0,31000000.0,89000000.0,116000000.0,175000000.0,28000000.0,85000000.0,115000000.0,175000000.0,174000000.0,35000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,228000000.0,2154000000.0,2157000000.0,92000000.0,2000000.0,26000000.0,39000000.0,2156000000.0,414000000.0,1183000000.0,1188000000.0,45000000.0,16000000.0,101000000.0,486000000.0,1190000000.0,283000000.0,342000000.0,345000000.0,520000000.0,54000000.0,53000000.0,62000000.0,347000000.0,-1000000.0,185000000.0,187000000.0,77000000.0,0.0,2000000.0,2000000.0,188000000.0,1000000.0,90000000.0,91000000.0,32000000.0,0.0,21000000.0,1167000000.0,886000000.0,3000000.0,15000000.0,15000000.0,1501000000.0,20000000.0,20000000.0,20000000.0,1501000000.0,17000000.0,12000000.0
PaymentsToAcquireInterestInSubsidiariesAndAffiliates / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000000.0,5000000.0,8000000.0,25000000.0,4000000.0,7000000.0,11000000.0,25000000.0,8000000.0,16000000.0,46000000.0,99000000.0,26000000.0,8000000.0,92000000.0,105000000.0,138000000.0,31000000.0,52000000.0,63000000.0,138000000.0,124000000.0,51000000.0
PaymentsToAcquirePropertyPlantAndEquipment / USD,64000000.0,141000000.0,227000000.0,375000000.0,67000000.0,147000000.0,244000000.0,332000000.0,94000000.0,150000000.0,218000000.0,358000000.0,63000000.0,120000000.0,180000000.0,308000000.0,49000000.0,108000000.0,168000000.0,256000000.0,62000000.0,128000000.0,200000000.0,256000000.0,133000000.0,264000000.0,417000000.0,364000000.0,117000000.0,237000000.0,335000000.0,572000000.0,93000000.0,173000000.0,253000000.0,438000000.0,101000000.0,208000000.0,315000000.0,390000000.0,104000000.0,217000000.0,350000000.0,499000000.0,124000000.0,154000000.0,246000000.0,310000000.0,347000000.0,75000000.0
PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities / USD,,,,,,,,12000000.0,,,,12000000.0,,,,10000000.0,,,,10000000.0,,,,10000000.0,,,,10000000.0,,,,11000000.0,,,,11000000.0,,,,10000000.0,,,,13000000.0,,,,13000000.0,10000000.0,
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent / USD,345000000.0,345000000.0,345000000.0,345000000.0,272000000.0,272000000.0,272000000.0,272000000.0,305000000.0,305000000.0,305000000.0,305000000.0,350000000.0,350000000.0,350000000.0,350000000.0,319000000.0,319000000.0,319000000.0,319000000.0,245000000.0,245000000.0,245000000.0,245000000.0,266000000.0,266000000.0,266000000.0,266000000.0,277000000.0,277000000.0,277000000.0,277000000.0,211000000.0,211000000.0,211000000.0,211000000.0,155000000.0,155000000.0,155000000.0,155000000.0,134000000.0,134000000.0,134000000.0,134000000.0,125000000.0,125000000.0,125000000.0,134000000.0,125000000.0,117000000.0
ProceedsFromIncomeTaxRefunds / USD,2000000.0,5000000.0,12000000.0,30000000.0,17000000.0,682000000.0,840000000.0,22000000.0,3000000.0,3000000.0,5000000.0,837000000.0,1000000.0,1000000.0,1000000.0,8000000.0,,,1000000.0,10000000.0,0.0,0.0,6000000.0,9000000.0,10000000.0,10000000.0,17000000.0,7000000.0,3000000.0,3000000.0,5000000.0,18000000.0,8000000.0,9000000.0,11000000.0,25000000.0,1000000.0,1000000.0,3000000.0,14000000.0,1000000.0,1000000.0,13000000.0,3000000.0,8000000.0,9000000.0,9000000.0,3000000.0,13000000.0,1000000.0
ProceedsFromIssuanceOfLongTermDebt / USD,,,,,,,,,,,0.0,0.0,,,342000000.0,0.0,,,,342000000.0,0.0,0.0,0.0,0.0,131000000.0,263000000.0,450000000.0,95000000.0,199000000.0,917000000.0,925000000.0,681000000.0,123000000.0,146000000.0,165000000.0,926000000.0,378000000.0,495000000.0,1157000000.0,1515000000.0,328000000.0,407000000.0,434000000.0,1690000000.0,925000000.0,273000000.0,279000000.0,1305000000.0,0.0,56000000.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,,,0.0,-4000000.0,0.0,0.0,-3000000.0,0.0,-9000000.0,-10000000.0,-2000000.0,-4000000.0,-6000000.0,-7000000.0,-9000000.0,-1000000.0,-18000000.0,-21000000.0,-36000000.0,-4000000.0,-10000000.0,-29000000.0,-42000000.0,-42000000.0,-40000000.0,-45000000.0,-48000000.0,-122000000.0,18000000.0,-3000000.0,-5000000.0,-14000000.0,-34000000.0,-37000000.0,-64000000.0,-14000000.0,-53000000.0,-64000000.0,-82000000.0,-96000000.0,18000000.0,10000000.0,2000000.0,-94000000.0,0.0,-39000000.0,-50000000.0,-67000000.0,-43000000.0,-35000000.0
ProceedsFromSaleOfEquityMethodInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26000000.0,16000000.0,30000000.0,33000000.0,26000000.0,50000000.0,22000000.0
ProceedsFromSaleOfProductiveAssets / USD,,,,,,,,,,,,,,,,182000000.0,24000000.0,59000000.0,232000000.0,41000000.0,0.0,15000000.0,137000000.0,271000000.0,3000000.0,32000000.0,49000000.0,138000000.0,3000000.0,10000000.0,3000000.0,103000000.0,2000000.0,3000000.0,24000000.0,36000000.0,-2000000.0,-2000000.0,-2000000.0,24000000.0,4000000.0,8000000.0,51000000.0,6000000.0,,,,6000000.0,37000000.0,0.0
ProfitLoss / USD,-83000000.0,1328000000.0,1660000000.0,-2040000000.0,38000000.0,204000000.0,265000000.0,547000000.0,88000000.0,251000000.0,285000000.0,294000000.0,189000000.0,271000000.0,141000000.0,-78000000.0,0.0,-219000000.0,-219000000.0,250000000.0,87000000.0,21000000.0,-1089000000.0,-643000000.0,128000000.0,247000000.0,270000000.0,-1444000000.0,-211000000.0,-108000000.0,-1144000000.0,228000000.0,47000000.0,308000000.0,404000000.0,-1545000000.0,267000000.0,529000000.0,633000000.0,389000000.0,66000000.0,160000000.0,219000000.0,760000000.0,58000000.0,241000000.0,283000000.0,760000000.0,187000000.0,144000000.0
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,3524000000.0,,,,3667000000.0,,,,4460000000.0,,,,3933000000.0,,,,4359000000.0,,,,3113000000.0,2911000000.0,
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554000000.0,,,,2256000000.0,,,,2272000000.0,,,,2103000000.0,,,,2042000000.0,,,,1281000000.0,1272000000.0,
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetBeforeAccumulatedDepreciationAndAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,5909000000.0,,,,5808000000.0,,,,6553000000.0,,,,5816000000.0,,,,6401000000.0,,,,4394000000.0,4183000000.0,
PropertyPlantAndEquipmentNet / USD,2992000000.0,2992000000.0,2992000000.0,2992000000.0,3009000000.0,3009000000.0,3009000000.0,3009000000.0,2690000000.0,2690000000.0,2690000000.0,2690000000.0,2405000000.0,2405000000.0,2405000000.0,2405000000.0,1624000000.0,1624000000.0,1624000000.0,1624000000.0,2560000000.0,2560000000.0,2560000000.0,2560000000.0,2554000000.0,2554000000.0,2554000000.0,2554000000.0,2256000000.0,2256000000.0,2256000000.0,2256000000.0,2272000000.0,2272000000.0,2272000000.0,2272000000.0,2103000000.0,2103000000.0,2103000000.0,,2042000000.0,2042000000.0,2042000000.0,2042000000.0,1914000000.0,1272000000.0,1272000000.0,1281000000.0,1272000000.0,1331000000.0
RepaymentsOfLongTermDebtAndCapitalSecurities / USD,,235000000.0,235000000.0,235000000.0,,0.0,0.0,235000000.0,,129000000.0,129000000.0,0.0,0.0,0.0,0.0,129000000.0,23000000.0,23000000.0,23000000.0,0.0,0.0,93000000.0,93000000.0,23000000.0,192000000.0,470000000.0,801000000.0,213000000.0,290000000.0,1161000000.0,1161000000.0,1116000000.0,119000000.0,248000000.0,326000000.0,1226000000.0,383000000.0,500000000.0,662000000.0,557000000.0,337000000.0,462000000.0,506000000.0,838000000.0,933000000.0,268000000.0,353000000.0,306000000.0,65000000.0,57000000.0
RestrictedCashAndCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
RestrictedCashAndCashEquivalentsAtCarryingValue / USD,,,,,,,,,,,,0.0,315000000.0,315000000.0,315000000.0,315000000.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,0.0,
RestructuringCharges / USD,115000000.0,177000000.0,231000000.0,156000000.0,27000000.0,51000000.0,61000000.0,293000000.0,4000000.0,21000000.0,31000000.0,79000000.0,17000000.0,39000000.0,63000000.0,84000000.0,20000000.0,67000000.0,88000000.0,89000000.0,15000000.0,27000000.0,48000000.0,142000000.0,18000000.0,37000000.0,62000000.0,71000000.0,24000000.0,34000000.0,53000000.0,92000000.0,40000000.0,63000000.0,93000000.0,140000000.0,22000000.0,45000000.0,67000000.0,168000000.0,21000000.0,40000000.0,65000000.0,94000000.0,17000000.0,25000000.0,60000000.0,90000000.0,119000000.0,22000000.0
RestructuringReserve / USD,59000000.0,59000000.0,59000000.0,33000000.0,59000000.0,59000000.0,59000000.0,59000000.0,28000000.0,28000000.0,28000000.0,59000000.0,58000000.0,58000000.0,58000000.0,28000000.0,44000000.0,44000000.0,44000000.0,58000000.0,49000000.0,49000000.0,49000000.0,44000000.0,42000000.0,42000000.0,42000000.0,49000000.0,40000000.0,40000000.0,40000000.0,42000000.0,73000000.0,73000000.0,73000000.0,40000000.0,86000000.0,86000000.0,86000000.0,73000000.0,66000000.0,66000000.0,66000000.0,86000000.0,94000000.0,89000000.0,89000000.0,85000000.0,64000000.0,59000000.0
RestructuringReserveCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000000.0,
RestructuringReserveNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26000000.0,
RestructuringReserveTranslationAndOtherAdjustment / USD,-2000000.0,-4000000.0,-9000000.0,-13000000.0,0.0,0.0,-3000000.0,-12000000.0,0.0,-3000000.0,-3000000.0,-3000000.0,-4000000.0,-4000000.0,-4000000.0,-2000000.0,-1000000.0,-1000000.0,-1000000.0,-7000000.0,-1000000.0,0.0,3000000.0,0.0,-3000000.0,-1000000.0,-1000000.0,-2000000.0,-3000000.0,-2000000.0,-2000000.0,-1000000.0,-1000000.0,2000000.0,0.0,3000000.0,0.0,0.0,-2000000.0,-3000000.0,-1000000.0,-2000000.0,-3000000.0,-3000000.0,-1000000.0,0.0,-1000000.0,-3000000.0,1000000.0,0.0
RestructuringSettlementAndImpairmentProvisions / USD,115000000.0,177000000.0,231000000.0,2763000000.0,27000000.0,63000000.0,73000000.0,1737000000.0,4000000.0,21000000.0,,94000000.0,,39000000.0,63000000.0,84000000.0,,376000000.0,409000000.0,89000000.0,15000000.0,27000000.0,273000000.0,927000000.0,18000000.0,37000000.0,71000000.0,351000000.0,297000000.0,326000000.0,1451000000.0,188000000.0,40000000.0,63000000.0,93000000.0,1830000000.0,22000000.0,45000000.0,82000000.0,168000000.0,21000000.0,40000000.0,65000000.0,109000000.0,38000000.0,49000000.0,84000000.0,105000000.0,121000000.0,22000000.0
RetainedEarningsAccumulatedDeficit / USD,0.0,177000000.0,0.0,237000000.0,237000000.0,237000000.0,237000000.0,237000000.0,88000000.0,88000000.0,88000000.0,88000000.0,150000000.0,150000000.0,150000000.0,150000000.0,-648000000.0,-648000000.0,-648000000.0,-648000000.0,-2163000000.0,-2163000000.0,-2163000000.0,-2163000000.0,-1979000000.0,-1979000000.0,-1979000000.0,-1979000000.0,-3241000000.0,-3241000000.0,-3241000000.0,-3241000000.0,-2911000000.0,-2911000000.0,-2911000000.0,-2911000000.0,-2293000000.0,-2293000000.0,-2293000000.0,-2293000000.0,-2144000000.0,-2144000000.0,-2144000000.0,-2144000000.0,-1889000000.0,-1889000000.0,-1889000000.0,-2144000000.0,-1889000000.0,-747000000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,,,,,,,,,,,,,,,,,,,8292000000.0,2058000000.0,4238000000.0,6331000000.0,8139000000.0,2524000000.0,5151000000.0,7608000000.0,9024000000.0,2340000000.0,4819000000.0,7085000000.0,10074000000.0,2117000000.0,4531000000.0,6866000000.0,9008000000.0,2502000000.0,5219000000.0,7711000000.0,9358000000.0,2478000000.0,4999000000.0,7446000000.0,10385000000.0,2499000000.0,4166000000.0,6160000000.0,8437000000.0,8012000000.0,2096000000.0
RevenueRemainingPerformanceObligation / USD,,,,,,,,,,,,,,,,,,,,,300000000.0,310000000.0,297000000.0,354000000.0,510000000.0,543000000.0,514000000.0,496000000.0,458000000.0,423000000.0,417000000.0,820000000.0,797000000.0,1005000000.0,1127000000.0,1210000000.0,1169000000.0,1180000000.0,1130000000.0,1219000000.0,1313000000.0,1240000000.0,1174000000.0,1409000000.0,1324000000.0,1258000000.0,1184000000.0,1409000000.0,1138000000.0,1114000000.0
Revenues / USD,2133000000.0,4454000000.0,6634000000.0,8654000000.0,2072000000.0,4310000000.0,6388000000.0,8891000000.0,2108000000.0,4366000000.0,,8486000000.0,2014000000.0,4175000000.0,6066000000.0,,,,,8292000000.0,57000000.0,,,8139000000.0,,,,9024000000.0,,,,10074000000.0,,,,9008000000.0,,,,9358000000.0,2478000000.0,4999000000.0,7446000000.0,10385000000.0,2499000000.0,4166000000.0,6160000000.0,8437000000.0,8012000000.0,2096000000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,225000000.0,,,,225000000.0,,,,25000000.0,,,,25000000.0,,,,72000000.0,,,,37000000.0,238000000.0,
SegmentExpenditureAdditionToLongLivedAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499000000.0,,,,310000000.0,347000000.0,75000000.0
SellingGeneralAndAdministrativeExpense / USD,710000000.0,1379000000.0,2036000000.0,2750000000.0,636000000.0,1273000000.0,1917000000.0,2783000000.0,632000000.0,1287000000.0,1940000000.0,2449000000.0,650000000.0,1338000000.0,1987000000.0,2627000000.0,678000000.0,1343000000.0,2005000000.0,2722000000.0,661000000.0,1374000000.0,2135000000.0,2728000000.0,826000000.0,1599000000.0,2409000000.0,3049000000.0,781000000.0,1554000000.0,2295000000.0,3191000000.0,685000000.0,1404000000.0,2255000000.0,2995000000.0,848000000.0,1700000000.0,2588000000.0,3254000000.0,855000000.0,1673000000.0,2514000000.0,3592000000.0,862000000.0,1544000000.0,2341000000.0,3221000000.0,3012000000.0,819000000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod / shares,,,,326000.0,,,,426000.0,,,,1235000.0,,,,1202000.0,,,,2141000.0,,,,1236000.0,,,,1354000.0,,,,972000.0,,,,1466000.0,,,,565000.0,,,,674000.0,,,,674000.0,711000.0,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue / USD/shares,,,,14.61,,,,15.52,,,,11.39,,,,11.36,,,,15.76,,,,17.08,,,,16.04,,,,14.02,,,,10.97,,,,15.05,,,,19.12,,,,19.12,19.59,
